Recording ID,Database,Subspecies_Friis,Latitude,Longitude,Date,Month,Year,Time
44910,ML,oreganus,42.865804,-123.910508,5/7/89,5,1989,1002
45292,ML,oreganus,48.1,-124.35,6/23/89,6,1989,645
45832,ML,hyemalis,43.92756,-69.252793,6/20/83,6,1983,1500
47708,ML,oreganus,46.1666667,-118.1166667,6/23/90,6,1990,730
48888,ML,oreganus,39.57323,-120.518542,6/12/90,6,1990,654
49002,ML,oreganus,39.601261,-120.495207,6/14/90,6,1990,644
49076,ML,oreganus,40.724319,-122.236008,6/15/90,6,1990,1016
49608,ML,hyemalis,42.25,-76.6666667,6/8/87,6,1987,720
49609,ML,hyemalis,42.25,-76.6666667,6/8/87,6,1987,800
49613,ML,hyemalis,42.25,-76.6666667,6/9/87,6,1987,650
50336,ML,oreganus,42.865804,-123.910508,7/1/90,7,1990,523
51209,ML,hyemalis,64.4333333,-148.2,5/30/75,5,1975,915
52403,XC,hyemalis,35.6301,-83.4489,4/26/09,4,2009,930
52404,XC,caniceps,38.8698,-106.9859,4/21/10,4,2010,1115
52405,XC,caniceps,39.1878,-108.3078,4/22/10,4,2010,330
58546,XC,oreganus,36.555,-118.751,7/2/10,7,2010,1020
58547,XC,oreganus,36.555,-118.751,7/2/10,7,2010,1000
59030,XC,oreganus,40.321,-121.427,6/17/10,6,2010,705
59841,ML,oreganus,49.185727,-120.93525,6/3/62,6,1962,0
59843,ML,hyemalis,48.733023,-80.998502,7/14/53,7,1953,0
59844,ML,hyemalis,50.653524,-99.989308,6/30/56,6,1956,0
59845,ML,hyemalis,47.231601,-71.222596,6/11/56,6,1956,0
59847,ML,hyemalis,48.885036,-64.250415,6/19/57,6,1957,0
59848,ML,hyemalis,48.528857,-64.228491,6/20/57,6,1957,0
59849,ML,hyemalis,51.30158,-80.692519,5/29/58,5,1958,0
59850,ML,hyemalis,51.30158,-80.692519,5/31/58,5,1958,0
59851,ML,hyemalis,50.248565,-99.836515,4/24/59,4,1959,0
59852,ML,hyemalis,44.366064,-73.902646,7/13/60,7,1960,0
59853,ML,hyemalis,44.366064,-73.902646,7/13/60,7,1960,0
59854,ML,hyemalis,44.366064,-73.902646,7/14/60,7,1960,0
59856,ML,hyemalis,64.524403,-147.682624,6/19/68,6,1968,0
67153,XC,hyemalis,63.673,-151.112,7/17/99,7,1999,2210
67164,XC,hyemalis,40.8208,-74.2017,3/1/83,3,1983,0
71985,XC,oreganus,31.014,-115.463,5/10/06,5,2006,1550
71988,XC,oreganus,31.014,-115.463,5/9/06,5,2006,815
71990,XC,oreganus,30.98,-115.504,5/10/06,5,2006,520
71991,XC,oreganus,30.98,-115.504,5/11/06,5,2006,520
71997,XC,oreganus,30.98,-115.504,5/11/06,5,2006,530
71998,XC,oreganus,31.014,-115.463,5/10/06,5,2006,1315
72007,XC,oreganus,30.98,-115.504,5/9/06,5,2006,1000
72010,XC,oreganus,30.98,-115.504,6/15/01,6,2001,1610
72011,XC,oreganus,30.98,-115.504,6/16/01,6,2001,715
72013,XC,oreganus,30.98,-115.504,6/16/01,6,2001,1220
72921,XC,hyemalis,40.1226,-75.0634,2/21/09,2,2009,830
74728,ML,hyemalis,?,?,?,?,?,?
76515,XC,oreganus,47.7839,-122.2739,4/23/11,4,2011,640
76620,XC,dorsalis,35.253,-112.182,6/15/09,6,2009,1050
76621,XC,dorsalis,35.253,-112.182,6/15/09,6,2009,1050
76622,XC,dorsalis,35.253,-112.182,6/15/09,6,2009,1050
79073,XC,hyemalis,35.3378,-84.0301,5/29/11,5,2011,930
79074,XC,hyemalis,35.307,-83.9928,5/29/11,5,2011,1030
79075,XC,hyemalis,35.307,-83.9928,5/29/11,5,2011,1030
79076,XC,hyemalis,35.307,-83.9928,5/29/11,5,2011,1030
79472,ML,hyemalis,35.4833333,-83.1333333,7/5/96,7,1996,604
79618,XC,hyemalis,44.9398,-70.5198,5/31/11,5,2011,700
82052,ML,hyemalis,?,?,?,?,?,?
82346,ML,oreganus,39.01,-121,6/5/02,6,2002,530
82348,ML,oreganus,39.35,-120.07,6/6/02,6,2002,630
85233,ML,hyemalis,44.295565,-71.4575243,7/23/97,7,1997,505
85234,ML,hyemalis,44.2960872,-71.457181,7/23/97,7,1997,509
85235,ML,hyemalis,44.2958414,-71.4573097,7/23/97,7,1997,509
85240,ML,hyemalis,44.2666667,-71.475,7/24/97,7,1997,456
85241,ML,hyemalis,44.2666667,-71.475,7/24/97,7,1997,512
85243,ML,hyemalis,44.2666667,-71.475,7/24/97,7,1997,550
87419,ML,hyemalis,42.354488,-76.692551,3/27/98,3,1998,737
94223,ML,hyemalis,39.4178615,-77.206979,3/1/98,3,1998,713
94360,ML,hyemalis,43.7358095,-74.5153606,5/24/98,5,1998,740
94361,ML,hyemalis,43.7358,-74.5154,5/24/98,5,1998,740
96803,XC,hyemalis,44.942,-93.259,3/15/12,3,2012,1248
97210,XC,hyemalis,44.942,-93.259,3/22/12,3,2012,830
99343,ML,oreganus,40.0166667,-121,6/3/92,6,1992,925
99347,ML,oreganus,39.5833333,-120.1166667,6/4/92,6,1992,505
99379,XC,hyemalis,47.0655,-71.4145,4/9/12,4,2012,909
99383,ML,oreganus,39.6,-120.6666667,6/14/92,6,1992,755
100904,ML,hyemalis,46.7333333,-60.8,6/23/99,6,1999,438
103277,XC,hyemalis,35.3378,-84.0301,6/4/12,6,2012,1130
104511,XC,aikeni,43.719,-103.4808,6/17/12,6,2012,653
104584,XC,aikeni,44.256,-103.822,5/11/12,5,2012,1200
104585,XC,aikeni,44.256,-103.822,5/11/12,5,2012,1230
105302,ML,caniceps,40.140927,-105.547514,6/13/93,6,1993,516
105480,ML,hyemalis,35.831349,-82.765341,6/7/94,6,1994,838
105481,ML,hyemalis,35.831349,-82.765341,6/7/94,6,1994,848
105782,ML,hyemalis,58.726413,-94.11058,6/14/96,6,1996,600
105786,ML,hyemalis,58.726413,-94.11058,6/14/96,6,1996,820
105793,ML,hyemalis,58.726413,-94.11058,6/15/96,6,1996,436
105801,ML,hyemalis,58.726413,-94.11058,6/15/96,6,1996,722
106782,ML,hyemalis,42.1666667,-74.2,7/1/96,7,1996,545
106789,ML,hyemalis,42.15,-74.1822222,5/24/97,5,1997,720
106908,ML,hyemalis,43.6083333,-74.95,5/31/98,5,1998,705
106916,ML,hyemalis,42.25,-76.65,6/14/98,6,1998,650
106922,ML,hyemalis,42.25,-76.65,6/14/98,6,1998,730
106952,ML,hyemalis,43.6577778,-74.8797222,6/5/99,6,1999,945
107262,ML,hyemalis,39.4166667,-77.2083333,2/21/00,2,2000,803
107854,XC,oreganus,47.299,-120.629,7/21/12,7,2012,900
110985,ML,oreganus,37.173211,-122.246546,4/28/87,4,1987,0
110986,ML,oreganus,37.173211,-122.246546,4/28/87,4,1987,0
110987,ML,oreganus,37.173211,-122.246546,4/28/87,4,1987,0
111228,XC,caniceps,31.906,-109.1543,3/16/10,3,2010,800
111872,ML,mearnsi,45.637801,-110.154844,7/23/02,7,2002,834
112096,ML,hyemalis,42.2633333,-76.6266667,6/9/98,6,1998,618
112102,ML,hyemalis,42.2633333,-76.6266667,6/9/98,6,1998,922
112140,ML,hyemalis,44.68,-67.415,6/21/98,6,1998,641
112144,ML,hyemalis,44.68,-67.415,6/21/98,6,1998,750
112147,ML,hyemalis,44.68,-67.415,6/21/98,6,1998,854
112174,ML,hyemalis,44.8516667,-67.185,7/16/98,7,1998,926
113826,XC,oreganus,39.698,-120.453,6/19/12,6,2012,707
118678,ML,oreganus,41.285622,-123.571769,5/5/01,5,2001,1911
118692,ML,oreganus,41.285622,-123.571769,5/12/01,5,2001,2021
118730,ML,hyemalis,61.28511,-149.75169,5/21/13,5,2013,0
120429,ML,oreganus,39.617617,-120.489956,6/7/02,6,2002,738
125069,XC,oreganus,35.5315,-115.5875,5/27/95,5,1995,0
125070,XC,oreganus,35.5315,-115.5875,5/27/95,5,1995,0
125071,XC,oreganus,34.186,-116.9004,6/3/01,6,2001,1220
125072,XC,oreganus,36.548,-117.4878,6/24/95,6,1995,0
125073,XC,oreganus,37.6665,-119.6228,7/5/95,7,1995,0
125074,XC,oreganus,37.8762,-119.3527,7/4/95,7,1995,1700
125075,XC,oreganus,37.3851,-118.1804,5/22/00,5,2000,0
125076,XC,oreganus,37.5307,-118.1639,5/22/00,5,2000,0
125077,XC,oreganus,36.1916,-117.0854,5/20/00,5,2000,0
125078,XC,oreganus,36.548,-117.4878,5/21/00,5,2000,1045
125079,XC,oreganus,36.548,-117.4878,3/19/97,3,1997,0
125080,XC,oreganus,36.548,-117.4878,5/21/00,5,2000,0
125081,XC,oreganus,32.9823,-116.6008,6/11/00,6,2000,930
125299,ML,oreganus,37.173211,-122.246546,4/28/87,4,1987,0
125725,XC,oreganus,34.186,-116.9004,5/4/06,5,2006,900
126436,ML,oreganus,37.173211,-122.246546,4/28/87,4,1987,0
126556,ML,oreganus,38.016506,-122.548299,4/6/89,4,1989,0
129077,XC,oreganus,35.329,-120.4782,4/7/13,4,2013,854
130810,ML,hyemalis,65.8808167,-149.72065,6/8/06,6,2006,728
130813,ML,hyemalis,65.9386667,-149.8727167,6/8/06,6,2006,844
130815,ML,hyemalis,65.9386667,-149.8727167,6/8/06,6,2006,905
132170,ML,hyemalis,66.9306333,-149.8461333,6/24/06,6,2006,358
132191,ML,hyemalis,63.8820667,-145.0286333,6/28/06,6,2006,230
132207,ML,hyemalis,67.4916667,-149.8716667,6/23/06,6,2006,1536
132234,ML,hyemalis,63.6497667,-145.88785,6/27/06,6,2006,800
132237,ML,hyemalis,63.6497667,-145.88785,6/27/06,6,2006,820
133125,ML,hyemalis,42.3743167,-76.6561,4/2/06,4,2006,944
133140,ML,hyemalis,42.3743167,-76.6561,4/7/06,4,2006,830
134508,XC,hyemalis,45.4596,-70.741,5/18/13,5,2013,630
135545,XC,hyemalis,35.5628,-83.4985,5/25/13,5,2013,1100
135546,XC,hyemalis,36.1065,-82.1106,5/27/13,5,2013,830
136380,ML,hyemalis,64.4359667,-165.01075,6/2/07,6,2007,450
136510,ML,hyemalis,42.3743167,-76.6561,4/9/06,4,2006,900
138202,ML,hyemalis,64.813095,-148.242006,7/9/07,7,2007,947
138522,ML,mearnsi,44.951091,-110.720092,6/5/97,6,1997,550
138704,XC,mearnsi,46.0107,-112.8177,6/17/13,6,2013,637
139056,XC,hyemalis,35.5727,-83.4804,6/19/13,6,2013,730
139495,ML,hyemalis,42.4236244,-76.3329649,5/19/15,5,2015,634
139623,XC,hyemalis,35.6151,-83.4151,6/23/13,6,2013,1230
141626,ML,oreganus,39.7166667,-120.4666667,6/14/00,6,2000,940
141628,ML,oreganus,39.7166667,-120.4666667,6/14/00,6,2000,955
142588,XC,hyemalis,46.8036,-89.7656,7/10/13,7,2013,1407
142589,XC,hyemalis,46.8036,-89.7656,7/10/13,7,2013,1418
146274,ML,caniceps,40.8483333,-105.625,7/11/05,7,2005,530
146289,ML,caniceps,40.8483333,-105.625,7/12/05,7,2005,515
146607,XC,dorsalis,35.1592,-111.6557,8/24/13,8,2013,1700
147747,XC,hyemalis,63.441,-150.854,6/6/11,6,2011,1425
149906,XC,hyemalis,41.1987,-73.8832,3/21/13,3,2013,900
152586,XC,hyemalis,42.9116,-88.4771,4/4/10,4,2010,1030
153395,XC,hyemalis,41.1987,-73.8832,11/5/13,11,2013,900
157670,XC,hyemalis,62.703,-150.908,5/21/12,5,2012,1420
159865,XC,oreganus,48.586941,-123.44,1/26/13,1,2013,1304
159866,XC,oreganus,48.586941,-123.44,1/26/13,1,2013,1311
159969,XC,oreganus,48.464413,-123.37343,2/26/13,2,2013,1029
163391,ML,hyemalis,42.322925,-76.334396,5/20/12,5,2012,824
163625,XC,oreganus,48.4644,-123.3734,2/27/11,2,2011,1600
165249,ML,hyemalis,42.6240097,-73.183751,6/11/10,6,2010,845
167396,ML,hyemalis,42.3339137,-76.3400573,4/14/12,4,2012,843
167434,XC,hyemalis,49.8988,-93.4776,5/25/13,5,2013,547
167551,XC,caniceps,40.0722,-105.506,2/15/14,2,2014,0
169037,ML,hyemalis,44.50867,-74.43751,6/9/12,6,2012,848
169518,XC,dorsalis,34.6208,-112.5566,3/10/14,3,2014,1400
169519,XC,dorsalis,34.6208,-112.5566,3/4/14,3,2014,1400
169594,XC,oreganus,34.218,-117.698,3/8/14,3,2014,925
169733,ML,oreganus,39.7008999,-120.4395425,6/15/12,6,2012,835
171280,XC,hyemalis,40.7582,-73.6469,3/27/14,3,2014,230
172141,ML,mearnsi,43.8838889,-110.6338889,6/13/10,6,2010,515
172148,ML,mearnsi,43.8838889,-110.6338889,6/13/10,6,2010,615
172157,ML,mearnsi,43.8838889,-110.6336111,6/14/10,6,2010,513
172169,ML,mearnsi,43.8838889,-110.6336111,6/15/10,6,2010,515
172186,ML,mearnsi,44.3219444,-110.6102778,6/16/10,6,2010,540
172192,ML,mearnsi,44.3838889,-110.5358333,6/17/10,6,2010,500
172193,ML,mearnsi,44.3838889,-110.5358333,6/17/10,6,2010,505
172197,ML,mearnsi,44.7186111,-110.4844444,6/18/10,6,2010,500
172430,XC,caniceps,39.9581,-105.34,3/30/13,3,2013,905
172444,XC,caniceps,40.2495,-105.2181,4/7/13,4,2013,630
172994,XC,caniceps,39.4025,-107.5255,6/18/13,6,2013,1840
174554,XC,hyemalis,45.4083,-73.9331,4/14/14,4,2014,1721
174618,ML,hyemalis,61.23902,-149.53915,4/29/12,4,2012,730
174619,ML,hyemalis,61.23902,-149.53915,4/29/12,4,2012,742
174620,ML,hyemalis,61.23806,-149.53696,4/29/12,4,2012,818
174622,ML,hyemalis,61.23863,-149.53572,4/29/12,4,2012,0
174623,ML,hyemalis,61.23863,-149.53572,4/29/12,4,2012,1018
175988,XC,hyemalis,35.6078,-83.447,4/21/14,4,2014,1530
177623,ML,hyemalis,42.4233073,-76.3321924,5/4/13,5,2013,807
177641,ML,hyemalis,42.6652808,-76.3629627,6/2/13,6,2013,914
177648,ML,hyemalis,42.4284641,-76.3791203,7/18/13,7,2013,946
177649,ML,hyemalis,42.4284641,-76.3791203,7/18/13,7,2013,1002
177875,ML,oreganus,39.704763,-120.4457223,6/19/12,6,2012,0
180038,ML,oreganus,39.6517939,-120.6005555,6/16/13,6,2013,518
181419,XC,oreganus,40.1009,-123.7957,5/17/14,5,2014,647
181471,ML,oreganus,38.0634,-119.2411,6/15/13,6,2013,1424
181476,ML,oreganus,37.707283,-119.050858,6/16/13,6,2013,945
183179,ML,hyemalis,42.457717,-76.483553,3/16/14,3,2014,1811
183582,XC,oreganus,48.4959,-123.4325,6/24/14,6,2014,900
186312,XC,hyemalis,47.677,-70.8267,6/8/14,6,2014,1015
186494,ML,oreganus,37.959003,-119.154487,6/20/13,6,2013,1525
186539,ML,oreganus,39.6421988,-120.5049992,6/16/04,6,2004,815
186881,ML,hyemalis,42.3406241,-76.337074,4/23/15,4,2015,720
186886,ML,hyemalis,42.3385384,-76.3381684,4/23/15,4,2015,713
187271,XC,oreganus,39.0785,-123.4743,7/10/93,7,1993,0
187312,ML,hyemalis,44.2033041,-74.6619284,6/9/04,6,2004,1325
187351,ML,hyemalis,42.3681202,-76.3816524,4/28/03,4,2003,2015
187352,ML,hyemalis,42.3283089,-76.3382,4/29/03,4,2003,720
188355,XC,oreganus,52.7285,-117.6441,6/12/14,6,2014,1148
188356,XC,oreganus,52.7285,-117.6441,6/12/14,6,2014,1216
188448,ML,oreganus,35.738,-118.5574,5/14/13,5,2013,519
188814,ML,caniceps,39.99733,-105.30316,5/21/13,5,2013,929
190910,ML,hyemalis,42.259721,-78.08965,4/21/14,4,2014,657
191389,ML,oreganus,58.79133,-136.49843,6/15/13,6,2013,710
191709,ML,caniceps,39.043,-108.0676,4/4/14,4,2014,822
191716,ML,caniceps,39.043,-108.0676,4/6/14,4,2014,812
191737,ML,caniceps,40.3966,-105.5127,4/17/14,4,2014,830
192434,ML,oreganus,38.1394,-122.5931,4/16/12,4,2012,1015
192451,ML,oreganus,38.4807,-122.145,4/17/12,4,2012,724
192493,XC,oreganus,55.5335,-123.3023,6/21/14,6,2014,409
192494,XC,oreganus,55.5335,-123.3023,6/21/14,6,2014,411
192496,XC,oreganus,55.5335,-123.3023,6/21/14,6,2014,447
193561,ML,oreganus,58.52276,-135.88806,6/23/13,6,2013,424
194989,ML,oreganus,59.40309,-135.93,5/12/13,5,2013,552
195416,XC,oreganus,56.0883,-129.3039,6/24/14,6,2014,1944
195544,XC,oreganus,56.0883,-129.3039,6/25/14,6,2014,500
195713,ML,hyemalis,41.9989,-74.3874,6/15/12,6,2012,450
195781,XC,oreganus,53.9146,-121.9628,6/26/14,6,2014,435
195783,XC,oreganus,53.9146,-121.9628,6/26/14,6,2014,507
195804,XC,oreganus,53.0337,-119.2491,6/26/14,6,2014,1203
197108,ML,hyemalis,48.4490162,-78.6998749,7/5/11,7,2011,502
197963,ML,dorsalis,32.4127189,-110.7305145,3/15/10,3,2010,742
197983,ML,hyemalis,42.335834,-76.3290596,4/7/10,4,2010,738
198715,XC,hyemalis,56.3854,-116.3349,5/24/14,5,2014,1400
199026,ML,hyemalis,42.3180029,-76.478405,4/29/10,4,2010,635
199582,XC,oreganus,45.084,-110.8734,7/29/14,7,2014,700
201153,ML,hyemalis,42.3379912,-76.338501,4/23/15,4,2015,624
201154,ML,hyemalis,42.3379912,-76.338501,4/23/15,4,2015,638
202851,ML,dorsalis,35.894,-111.877,6/14/13,6,2013,500
202885,ML,dorsalis,34.412,-112.421,6/16/13,6,2013,600
202886,ML,dorsalis,34.412,-112.421,6/16/13,6,2013,615
202887,ML,dorsalis,34.475,-112.421,6/16/13,6,2013,0
203606,ML,dorsalis,34.475,-111.415,6/27/13,6,2013,520
203607,ML,dorsalis,34.475,-111.415,6/27/13,6,2013,530
203608,ML,dorsalis,34.475,-111.415,6/27/13,6,2013,533
203624,ML,dorsalis,33.918,-109.271,6/28/13,6,2013,540
204590,ML,hyemalis,42.4351,-76.305,7/17/15,7,2015,943
205543,XC,hyemalis,35.5435,-83.508,11/9/14,11,2014,820
206096,XC,caniceps,37.7799,-108.0403,6/29/14,6,2014,2009
206101,XC,caniceps,37.6994,-108.1782,6/29/14,6,2014,1044
207795,XC,hyemalis,63.7867,-151.6166,6/6/13,6,2013,739
210591,ML,oreganus,32.856,-116.43767,4/21/13,4,2013,705
210605,ML,hyemalis,42.32,-76.34016,5/27/13,5,2013,623
210612,ML,hyemalis,42.33405,-76.34016,5/27/13,5,2013,904
213700,ML,hyemalis,42.3238414,-76.3361835,7/15/08,7,2008,508
213749,XC,oreganus,34.346,-117.915,2/15/15,2,2015,1222
213753,XC,oreganus,34.346,-117.915,2/15/15,2,2015,1230
213755,XC,oreganus,34.346,-117.915,2/15/15,2,2015,1230
214966,ML,mearnsi,44.17,-107.252,7/14/14,7,2014,525
214980,ML,mearnsi,44.181,-107.259,7/15/14,7,2014,511
214986,ML,mearnsi,44.181,-107.259,7/16/14,7,2014,512
214987,ML,mearnsi,44.181,-107.259,7/16/14,7,2014,517
216714,ML,hyemalis,42.426647,-76.337689,2/17/09,2,2009,730
216737,ML,hyemalis,43.906664,-76.416082,3/14/09,3,2009,710
216740,ML,hyemalis,42.771084,-75.788776,3/14/09,3,2009,838
216748,ML,hyemalis,42.437166,-76.305802,3/15/09,3,2009,844
216750,ML,hyemalis,42.437166,-76.305802,3/16/09,3,2009,644
216752,ML,hyemalis,42.437166,-76.305802,3/16/09,3,2009,711
216753,ML,hyemalis,42.437166,-76.305802,3/16/09,3,2009,728
216764,XC,hyemalis,44.9291,-93.2602,3/12/15,3,2015,1000
217648,ML,oreganus,39.6403,-120.6102,6/1/15,6,2015,542
217655,ML,oreganus,42.32492,-76.3363,6/2/15,6,2015,1015
217675,ML,oreganus,42.484284,-76.7923455,6/4/15,6,2015,721
219104,ML,oreganus,39.69796,-120.44998,6/14/10,6,2010,1015
219106,ML,oreganus,42.484284,-76.7923455,6/14/10,6,2010,508
219107,ML,oreganus,39.69796,-120.44998,6/14/10,6,2010,1033
219142,ML,oreganus,39.65467,-120.5995,6/18/10,6,2010,557
219663,ML,hyemalis,42.32492,-76.3363,5/19/09,5,2009,601
220783,ML,hyemalis,42.484284,-76.7923455,5/11/09,5,2009,557
220784,ML,hyemalis,42.484,-76.7923,5/11/09,5,2009,601
224735,ML,hyemalis,49.03,-65.867,7/29/09,7,2009,843
224746,XC,caniceps,39.8299,-105.4185,4/5/98,4,1998,700
224747,XC,caniceps,39.8299,-105.4185,4/5/98,4,1998,700
224748,XC,caniceps,39.8299,-105.4185,4/5/98,4,1998,700
229574,ML,oreganus,39.75505,-120.47668,6/6/10,6,2010,759
233299,ML,hyemalis,42.7165,-76.7077,3/29/18,3,2018,0
233408,XC,hyemalis,45.0788,-64.4941,3/28/15,3,2015,830
234176,XC,hyemalis,41.1987,-73.8832,4/4/15,4,2015,915
234347,XC,oreganus,34.2105,-116.7618,4/5/15,4,2015,1154
234789,XC,hyemalis,45.3534,-75.6928,4/5/15,4,2015,730
239166,ML,hyemalis,63.7154,-149.255,6/22/19,6,2019,745
239179,ML,hyemalis,62.0812,-145.436,6/23/19,6,2019,840
247522,XC,dorsalis,35.0913,-113.8886,5/24/15,5,2015,1130
247523,XC,dorsalis,35.0913,-113.8886,5/24/15,5,2015,1130
247524,XC,dorsalis,35.0913,-113.8886,5/24/15,5,2015,1130
247781,XC,hyemalis,42.3097,-76.5008,5/24/15,5,2015,1100
253373,XC,oreganus,34.3703,-118.444,6/21/15,6,2015,847
253589,XC,caniceps,40.0038,-105.3055,6/9/15,6,2015,835
253841,XC,hyemalis,62.3674,-143.3518,5/13/15,5,2015,648
254477,XC,aikeni,43.719,-103.4808,6/23/15,6,2015,1130
254478,XC,aikeni,43.719,-103.4808,6/23/15,6,2015,1130
254479,XC,aikeni,43.719,-103.4808,6/23/15,6,2015,1130
254480,XC,aikeni,43.719,-103.4808,6/23/15,6,2015,2021
254481,XC,aikeni,43.719,-103.4808,6/23/15,6,2015,2021
255356,XC,hyemalis,39.9075,-79.4293,7/5/15,7,2015,1000
256194,XC,oreganus,39.892,-120.4226,6/26/15,6,2015,1730
267990,XC,hyemalis,63.4291,-152.4525,7/3/15,7,2015,454
267998,XC,hyemalis,63.5422,-150.9973,6/5/15,6,2015,730
267999,XC,hyemalis,63.5422,-150.9973,6/6/15,6,2015,424
269019,XC,oreganus,47.6335,-122.2942,6/20/15,6,2015,950
269029,XC,oreganus,46.3086,-121.5431,6/17/15,6,2015,1120
269055,XC,hyemalis,63.9716,-151.603,5/21/15,5,2015,1854
269060,XC,hyemalis,63.9716,-151.603,6/9/15,6,2015,2226
269107,XC,oreganus,46.3086,-121.5431,6/17/15,6,2015,1131
269460,XC,hyemalis,62.3674,-143.3518,4/30/15,4,2015,732
269461,XC,hyemalis,62.3674,-143.3518,5/3/15,5,2015,1007
269462,XC,hyemalis,62.3674,-143.3518,5/6/15,5,2015,649
269463,XC,hyemalis,62.3674,-143.3518,5/9/15,5,2015,526
283613,XC,hyemalis,61.124,-151.1033,5/1/15,5,2015,900
289053,XC,dorsalis,35.0913,-113.8886,5/18/13,5,2013,1015
289054,XC,dorsalis,35.0913,-113.8886,5/18/13,5,2013,1035
306336,XC,hyemalis,44.3211,-78.3264,3/8/16,3,2016,830
306660,XC,hyemalis,34.9594,-89.9656,3/11/16,3,2016,1630
309639,XC,hyemalis,42.7281,-83.199,3/27/16,3,2016,1730
311720,XC,hyemalis,42.5305,-83.4506,3/18/16,3,2016,900
313196,XC,oreganus,37.8454,-121.9235,4/20/16,4,2016,1130
314047,XC,dorsalis,34.2046,-110.104,4/27/16,4,2016,630
314048,XC,dorsalis,34.2046,-110.104,4/27/16,4,2016,630
314957,XC,oreganus,37.0818,-119.3135,4/30/16,4,2016,930
319370,XC,hyemalis,48.9272,-66.113,5/21/16,5,2016,1033
322995,XC,hyemalis,63.8984,-149.0555,6/7/16,6,2016,700
323024,XC,hyemalis,64.8626,-147.8638,6/8/16,6,2016,1600
323125,XC,oreganus,37.808,-122.2565,3/27/16,3,2016,1200
323210,XC,caniceps,40.3991,-105.647,6/18/16,6,2016,700
323211,XC,caniceps,40.3991,-105.647,6/18/16,6,2016,700
323890,XC,caniceps,40.6214,-105.3383,6/22/16,6,2016,745
323930,XC,caniceps,40.6272,-105.3318,6/22/16,6,2016,500
324192,XC,oreganus,46.3086,-121.5431,6/17/15,6,2015,1012
327747,XC,hyemalis,41.5151,-75.5416,7/19/16,7,2016,1000
343275,XC,mearnsi,46.9325,-110.7354,3/26/16,3,2016,917
348366,XC,oreganus,30.98,-115.504,6/15/01,6,2001,810
348367,XC,oreganus,31.014,-115.463,6/16/01,6,2001,1225
348368,XC,oreganus,30.98,-115.504,6/15/01,6,2001,730
348369,XC,oreganus,31.014,-115.463,6/16/01,6,2001,1215
348370,XC,oreganus,30.98,-115.504,6/15/01,6,2001,725
353496,XC,hyemalis,63.6547,-148.8362,5/29/15,5,2015,508
353583,XC,hyemalis,63.7158,-148.9528,5/29/15,5,2015,1332
353695,XC,hyemalis,63.7158,-148.9528,5/29/15,5,2015,1332
360156,XC,hyemalis,44.6246,-63.5714,3/18/17,3,2017,1115
362028,XC,caniceps,39.0042,-107.9433,4/22/15,4,2015,925
362029,XC,caniceps,39.0042,-107.9433,4/22/15,4,2015,925
362108,XC,oreganus,48.1721,-112.8568,3/25/17,3,2017,1558
362230,XC,hyemalis,40.6061,-74.2772,3/28/17,3,2017,800
362348,XC,oreganus,32.7397,-117.1581,2/1/17,2,2017,1317
363160,XC,caniceps,39.7021,-105.2908,4/27/15,4,2015,654
363161,XC,caniceps,39.7021,-105.2908,4/27/15,4,2015,654
363228,XC,hyemalis,44.3706,-73.1244,4/6/17,4,2017,1730
365749,XC,oreganus,35.1791,-120.5168,4/12/17,4,2017,1750
368497,XC,caniceps,39.9396,-105.2601,3/14/17,3,2017,1104
369689,XC,oreganus,41.6819,-118.7242,7/9/16,7,2016,800
371882,XC,mearnsi,46.8417,-110.6954,5/6/17,5,2017,1014
371883,XC,mearnsi,46.8417,-110.6954,5/6/17,5,2017,1014
371884,XC,mearnsi,46.8417,-110.6954,5/6/17,5,2017,1024
373781,XC,oreganus,35.3172,-120.8527,6/2/17,6,2017,1807
377735,XC,hyemalis,41.0293,-75.6767,6/28/17,6,2017,700
379274,XC,caniceps,40.0812,-105.541,7/9/17,7,2019,1456
379275,XC,caniceps,40.0812,-105.541,7/9/17,7,2017,1456
381584,XC,oreganus,39.698,-120.453,6/14/00,6,2000,940
381586,XC,oreganus,39.698,-120.453,6/14/00,6,2000,947
381590,XC,oreganus,39.698,-120.453,6/14/00,6,2000,955
381592,XC,oreganus,39.698,-120.453,6/14/00,6,2000,958
382749,XC,hyemalis,44.834,-81.0495,7/31/17,7,2017,1030
386253,XC,oreganus,48.7143,-114.1743,6/17/17,6,2017,1422
394524,XC,hyemalis,47.3197,-71.1461,6/25/17,6,2017,828
406329,XC,hyemalis,61.2339,-149.2707,6/19/17,6,2017,648
406330,XC,hyemalis,61.2339,-149.2707,6/19/17,6,2017,820
407056,XC,hyemalis,45.3868,-75.7439,3/24/18,3,2018,630
408651,XC,oreganus,34.2449,-117.0605,5/9/15,5,2015,1212
408652,XC,oreganus,34.2449,-117.0605,5/9/15,5,2015,1210
408653,XC,oreganus,34.2449,-117.0605,5/9/15,5,2015,1222
412626,XC,oreganus,35.4242,-120.7375,4/8/18,4,2018,1812
413015,XC,oreganus,34.4565,-119.71,4/23/18,4,2018,928
415745,XC,oreganus,47.8787,-123.7743,5/6/18,5,2018,900
415746,XC,oreganus,47.8787,-123.7743,5/6/18,5,2018,900
421294,XC,hyemalis,42.2771,-76.664,6/12/18,6,2018,730
424298,XC,hyemalis,57.1575,-111.5598,7/7/18,7,2018,700
