FileName,ID_Num,avg_silence_duration.ms.,avg_syllable_duration.ms.,avg_sylls_freq_range.Hz.,avg_sylls_lower_freq.Hz.,avg_sylls_upper_freq.Hz.,bout_duration.ms.,largest_silence_duration.ms.,largest_syllable_duration.ms.,largest_sylls_freq_range.Hz.,max_sylls_freq.Hz.,mean_syllable_stereotypy,min_sylls_freq.Hz.,num_syllable_per_bout_duration.1.ms.,num_syllables,num_syllables_per_num_unique,num_unique_syllables,overall_sylls_freq_range.Hz.,sequential_repetition,smallest_silence_duration.ms.,smallest_syllable_duration.ms.,smallest_sylls_freq_range.Hz.,stdev_silence_duration.ms.,stdev_syllable_duration.ms.,stdev_syllable_stereotypy,stdev_sylls_freq_range.Hz.,syll_correlation_threshold,syllable_pattern,syllable_stereotypy,subspecies
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-213755(2)-bout2.gzip,213755,3.153278542,3.620453315,7.296908735,8.36071036,8.649707986,7.133055234,38.41269841,52.06349206,2063.157895,6146.491228,4.064053064,4126.315789,-4.088532823,3.044522438,3.5,1.791759469,2063.157895,0.7,12.6984127,15.23809524,558.7719298,7.212691206,9.701689797,4.484993313,509.1803664,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 12, 0, 14, 15, 16, 16, 16, 16, 16]",[53.03108872 60.83339514 60.7648006 ],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_214966_44k-2 seg 1.gzip,214966,2.909201782,4.793294977,8.009287278,7.950446778,8.666066814,7.224071084,28.88888889,125.3968254,3137.719298,5931.578947,4.296752811,2707.894737,-4.921486054,2.302585093,10,0,3266.666667,1,9.206349206,115.8730159,2922.807018,5.552783385,3.084433727,NA,81.04849656,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[73.46086471],mearnsi
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_214980_44k-2 seg 1.gzip,214980,3.538194982,4.804974705,7.978664418,8.097356296,8.725964956,7.225689394,39.68253968,127.3015873,3180.701754,6275.438596,4.209840101,3137.719298,-5.028464748,2.197224577,4.5,0.693147181,3180.701754,0.625,28.25396825,116.1904762,2793.859649,3.701948618,3.63349941,2.338227418,140.0140635,53.5,"[0, 1, 1, 1, 0, 0, 1, 1, 1]",[65.692394   68.99914693],mearnsi
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_214986_44k seg 1.gzip,214986,3.044774359,4.861410733,8.089643908,7.84074786,8.658631836,6.937776295,26.66666667,139.3650794,3438.596491,5888.596491,4.152086929,2492.982456,-4.991866142,1.945910149,2.333333333,1.098612289,3438.596491,0.333333333,12.6984127,108.5714286,3137.719298,5.403979075,10.31949512,11.34269206,97.4750483,53.5,"[0, 1, 2, 1, 1, 1, 2]",[71.58701524 55.5460263 ],mearnsi
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_214987_44k seg 1.gzip,214987,3.645905675,4.635023149,8.10223339,8.023471913,8.749986999,7.324165561,54.28571429,121.5873016,3567.54386,6576.315789,4.26585242,2965.789474,-4.926270341,2.397895273,5.5,0.693147181,3653.508772,0.3,32.06349206,57.77777778,2106.140351,5.893809417,15.83065053,2.81578789,409.042237,53.5,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",[73.21667099 69.23454556],mearnsi
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216714_44k-2 seg 1.gzip,216714,2.890852643,4.43106872,8.318171558,8.002118788,8.859641687,7.095353893,23.80952381,88.88888889,4470.175439,7478.947368,4.156199307,2879.824561,-4.610447285,2.48490665,6,0.693147181,4642.105263,0.909090909,12.6984127,78.73015873,3825.438596,3.454606935,2.863015716,NA,180.8175924,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[63.82846858],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216737_44k-2 seg 1.gzip,216737,3.499868909,4.525295814,7.884989561,8.137120649,8.705028494,7.205387683,38.41269841,98.0952381,2922.807018,6275.438596,4.24154297,3352.631579,-4.807492389,2.397895273,5.5,0.693147181,2965.789474,0.9,23.17460317,86.66666667,2321.052632,4.531893517,3.034423091,NA,187.1768086,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[69.51502873],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216740_44k seg a2.gzip,216740,3.995160384,3.538030197,7.08531405,8.472250878,8.688045721,7.079973054,70.79365079,46.98412698,1418.421053,6103.508772,4.105737914,4427.192982,-4.440915693,2.63905733,7,0.693147181,1719.298246,0.923076923,40.31746032,23.17460317,816.6666667,7.511192236,5.624869735,NA,144.2203396,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[60.68751017],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216740_44k seg a3.gzip,216740,4.02874728,3.456099676,6.981887618,8.469821611,8.666066814,7.330217964,72.38095238,37.46031746,1375.438596,6017.54386,3.99113983,4685.087719,-4.439846189,2.890371758,18,0,1375.438596,1,49.20634921,17.77777778,644.7368421,5.531694792,4.395151485,NA,230.9845558,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[54.11653787],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216740_44k seg b2.gzip,216740,3.891712312,4.741475505,7.926349226,7.999030777,8.648990625,6.999596244,60,120.6349206,3094.736842,5802.631579,4.216465,2750.877193,-5.05368602,1.945910149,3.5,0.693147181,3094.736842,0.5,41.26984127,98.73015873,2235.087719,6.887255067,7.292379748,5.724442439,265.9558856,53.5,"[0, 1, 1, 1, 0, 1, 1]",[63.74561843 71.84120256],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216740_44k seg b3.gzip,216740,3.84868306,4.74266198,7.828597043,8.06678577,8.640341923,6.989115799,60.63492063,124.1269841,2836.842105,5802.631579,4.247203951,2922.807018,-5.043205646,1.945910149,7,0,2922.807018,1,41.26984127,100.952381,2106.140351,7.32065603,6.995798672,NA,348.1818994,53.5,"[0, 0, 0, 0, 0, 0, 0]",[69.90966796],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216748_44k seg 1.gzip,216748,3.353993261,3.976164622,7.8716659,8.222091851,8.748499825,7.090341351,36.19047619,58.73015873,2793.859649,6447.368421,4.274232293,3610.526316,-4.38229115,2.708050201,7.5,0.693147181,2879.824561,0.857142857,22.53968254,48.88888889,2407.017544,3.510567343,2.529647597,NA,106.5311061,53.5,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[71.82497762],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216750_44k seg 1.gzip,216750,3.488404703,4.626216981,7.929006447,7.950446778,8.62524482,7.182255615,38.0952381,128.5714286,2879.824561,5630.701754,4.229620942,2750.877193,-4.879670586,2.302585093,10,0,2922.807018,1,28.57142857,92.6984127,2707.894737,3.083798332,10.79992555,NA,58.02189356,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[68.6911893],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216752_44k seg 1.gzip,216752,3.281825783,4.1117192,7.811489436,8.074941248,8.637419633,7.227074436,30.47619048,62.53968254,2707.894737,5802.631579,4.423054116,3137.719298,-4.454485678,2.772588722,16,0,2707.894737,1,24.44444444,58.73015873,2321.052632,1.834951497,0.809108722,NA,91.47457068,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[83.35045898],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_216753_44k seg 1.gzip,216753,3.232277681,4.207795511,8.345159094,7.985476629,8.868518454,7.344678038,33.33333333,72.6984127,4470.175439,7392.982456,4.24582718,2793.859649,-4.511464657,2.833213344,17,0,4642.105263,1,21.26984127,58.41269841,3352.631579,2.691790817,3.05687398,NA,264.7308405,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[69.81348456],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_XC216764.gzip,216764,3.233159294,4.101299487,7.770472495,8.077463489,8.620446225,7.432607074,36.16666667,68.54166667,3181.28655,5941.520468,3.946144717,2760.233918,-4.436874787,2.995732274,5,1.386294361,3228.070175,0.789473684,12.83333333,54.54166667,1964.912281,5.565047629,3.461765761,NA,294.8228145,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 17, 1, 1]",[51.73552674],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_217648_44k seg 2.gzip,217648,3.47757036,4.387782046,7.821235046,8.101049258,8.656594484,7.097456943,36.50793651,83.80952381,2922.807018,5888.596491,4.240104541,2750.877193,-4.699561638,2.397895273,11,0,3180.701754,1,29.20634921,77.46031746,1805.263158,2.219701266,1.922476548,NA,319.9234769,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[69.41510821],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_217648_44k seg 3.gzip,217648,3.527760105,4.375288477,7.741192339,8.119471307,8.6336378,7.273500079,42.22222222,82.85714286,2922.807018,5673.684211,4.251929953,2793.859649,-4.708550774,2.564949357,13,0,2922.807018,1,31.11111111,75.55555556,1676.315789,2.855940103,2.063022394,NA,457.7901925,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[70.24084313],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_217655_44k seg 1.gzip,217655,3.491797482,4.051883533,7.595625402,8.15524119,8.599338949,7.116445678,39.36507937,60.31746032,2106.140351,5501.754386,4.28960894,3395.614035,-4.477388328,2.63905733,14,0,2149.122807,1,28.88888889,55.55555556,1848.245614,2.751166208,1.28112897,NA,70.38262263,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[72.93793981],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_217675_44k s2.gzip,217675,3.167729947,4.054159245,7.752857749,8.162757454,8.664419367,7.273279838,30.15873016,59.36507937,2407.017544,5888.596491,4.344416087,3438.596491,-4.382908063,2.890371758,18,0,2492.982456,1,21.26984127,53.33333333,2192.105263,2.106497208,1.391136119,NA,59.43037197,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[77.04703556],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_217675_44k s3.gzip,217675,3.13089632,4.065720068,7.772157485,8.15729669,8.668943332,7.271516169,29.20634921,62.53968254,2450,5931.578947,4.305818321,3395.614035,-4.381144384,2.890371758,18,0,2578.947368,1,20.31746032,54.28571429,2321.052632,2.090429646,2.327759369,NA,45.57322228,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[74.12985265],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_219104_44k s2.gzip,219104,3.073652043,3.884668122,7.672815041,8.038152358,8.556995719,7.2325955,44.44444444,59.04761905,2407.017544,5458.77193,3.881275705,2836.842105,-4.236863237,2.995732274,20,0,2664.912281,1,11.74603175,29.84126984,1719.298246,8.288419985,7.780846069,NA,201.6055897,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[48.48602949],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_219104_44k s3.gzip,219104,2.998110396,3.912778578,7.654554082,8.076373571,8.572589169,7.280522271,37.46031746,60,2321.052632,5458.77193,3.967783724,3094.736842,-4.235999836,3.044522438,10.5,0.693147181,2407.017544,0.75,10.47619048,30.47619048,1762.280702,8.010200893,8.478316237,4.532336762,156.697295,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 0, 10, 0, 0, 0, 0, 10]",[49.66238644 56.07207856],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_219104_44k seg 1.gzip,219104,3.081618679,3.878668649,7.653583679,8.078280149,8.573363463,7.280303572,38.0952381,59.68253968,2321.052632,5458.77193,3.966195799,3094.736842,-4.23578113,3.044522438,10.5,0.693147181,2407.017544,0.75,10.79365079,30.15873016,1762.280702,8.293891623,8.569272706,3.701231531,162.8100266,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 0, 10, 0, 0, 0, 0, 10]",[50.166184   55.40051583],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_219106_44k seg 1.gzip,219106,3.384064537,3.742194513,7.721605205,8.078280149,8.601034344,7.247171025,34.28571429,47.3015873,2364.035088,5458.77193,4.322413141,3137.719298,-4.25143875,2.995732274,20,0,2364.035088,1,26.66666667,38.0952381,1977.192982,1.95665564,1.6314658,NA,83.08901348,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[75.37028818],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_219107_44k s3.gzip,219107,2.398376158,4.637652742,7.977354231,8.070247978,8.710969361,7.031797346,23.80952381,114.9206349,3180.701754,6146.491228,4.191992073,2922.807018,-4.729212231,2.302585093,10,0,3266.666667,1,3.174603175,92.06349206,2621.929825,6.104407785,6.108671264,NA,227.2611983,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[66.1544443],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_219107_44k seg 1.gzip,219107,2.822889461,4.565670069,7.927457259,8.074272128,8.689493947,7.014543347,27.3015873,105.7142857,3180.701754,6060.526316,4.099733428,2922.807018,-4.711958276,2.302585093,5,0.693147181,3180.701754,0.888888889,9.523809524,80.95238095,2364.035088,7.676699866,9.457499906,NA,280.2113315,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[60.32420474],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_219142_44k-2 seg 1.gzip,219142,3.288304331,3.752921821,7.792078462,8.153868507,8.675079575,7.109204892,42.85714286,48.88888889,2664.912281,6060.526316,4.320772048,3223.684211,-4.218833125,2.890371758,18,0,2879.824561,1,20.31746032,40.63492063,2106.140351,5.068265183,2.199429597,NA,161.4999488,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[75.24669995],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_219663_44k seg 1.gzip,219663,3.674738425,4.295015258,7.997999318,8.055157732,8.713091753,7.339125324,60.95238095,92.38095238,5673.684211,8596.491228,4.413116241,2965.789474,-4.700067961,2.63905733,7,0.693147181,5673.684211,0.923076923,30.47619048,33.01587302,1977.192982,9.864415389,26.17933681,7.824553591,1294.443303,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10]",[88.05902973 76.99343992],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_220783_44k seg 1.gzip,220783,3.454124742,4.635653203,8.211255832,8.121765261,8.854542237,7.368389758,42.53968254,107.9365079,3782.45614,7049.122807,4.341147261,3266.666667,-4.883483087,2.48490665,12,0,3825.438596,1,26.34920635,93.01587302,3567.54386,4.862996218,4.590718081,NA,74.07084457,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[76.79559341],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_220784_44k seg 1.gzip,220784,3.217431781,3.918214976,7.695171948,8.316497917,8.739622529,7.4421114,34.28571429,55.55555556,2578.947368,6662.280702,4.367557727,3997.368421,-4.306617167,3.135494216,23,0,2707.894737,1,20,46.98412698,2063.157895,2.95790323,2.207474388,NA,114.680037,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[78.85082111],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_224735_44k-2 s2.gzip,224735,3.443668809,4.43404117,8.252488071,7.992260016,8.817616712,7.122866659,39.68253968,93.01587302,4212.280702,7135.087719,4.235189651,2836.842105,-4.724971357,2.397895273,5.5,0.693147181,4341.22807,0.8,20.63492063,74.28571429,3352.631579,6.296429682,5.568445159,NA,232.3367031,53.5,"[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]",[69.07477757],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_224735_44k-2 s3.gzip,224735,3.753823737,4.292486811,7.971684303,8.023471913,8.683809708,7.205859047,53.65079365,84.44444444,3997.368421,7049.122807,4.226367833,3008.77193,-4.720952375,2.48490665,12,0,4083.333333,1,34.6031746,68.25396825,2664.912281,4.91266869,4.573388896,NA,358.4280158,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[68.46809246],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-224746-bout1.gzip,224746,3.013561797,4.184712293,8.199760047,7.964551384,8.77558534,7.212434928,28.57142857,67.93650794,4169.298246,6963.157895,4.353911049,2578.947368,-4.439846189,2.772588722,16,0,4427.192982,1,17.77777778,62.85714286,2578.947368,2.587048849,1.765166912,NA,360.8884251,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[77.78207834],caniceps
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-224746-bout2.gzip,224746,2.89447854,4.195529706,8.14904922,7.964551384,8.747390752,7.195437351,24.12698413,69.52380952,4470.175439,6748.245614,4.200555466,2063.157895,-4.422848629,2.772588722,8,0.693147181,4728.070175,0.533333333,15.55555556,61.58730159,2707.894737,2.954907525,2.425682135,0.871950057,427.5260179,53.5,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]",[67.33994511 66.10682151],caniceps
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-224746-bout3.gzip,224746,2.960187336,4.198811822,8.241673696,7.924546049,8.782202403,7.211732434,21.26984127,71.74603175,4384.210526,6791.22807,4.351153961,2192.105263,-4.439143675,2.772588722,16,0,4642.105263,1,16.50793651,63.49206349,3008.77193,1.287854102,1.891377135,NA,313.0030935,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[77.56792169],caniceps
