FileName,ID_Num,avg_silence_duration.ms.,avg_syllable_duration.ms.,avg_sylls_freq_range.Hz.,avg_sylls_lower_freq.Hz.,avg_sylls_upper_freq.Hz.,bout_duration.ms.,largest_silence_duration.ms.,largest_syllable_duration.ms.,largest_sylls_freq_range.Hz.,max_sylls_freq.Hz.,mean_syllable_stereotypy,min_sylls_freq.Hz.,num_syllable_per_bout_duration.1.ms.,num_syllables,num_syllables_per_num_unique,num_unique_syllables,overall_sylls_freq_range.Hz.,sequential_repetition,smallest_silence_duration.ms.,smallest_syllable_duration.ms.,smallest_sylls_freq_range.Hz.,stdev_silence_duration.ms.,stdev_syllable_duration.ms.,stdev_syllable_stereotypy,stdev_sylls_freq_range.Hz.,syll_correlation_threshold,syllable_pattern,syllable_stereotypy,subspecies
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628054-bout3.gzip,628054,4.044877085,4.494052388,7.659575861,8.18325964,8.640221274,7.669359076,104.4166667,129.2083333,2479.532164,6035.087719,4.110374786,3415.204678,-4.961308845,2.708050201,5,1.098612289,2666.666667,0.714285714,35,50.16666667,1824.561404,19.73582033,29.08430037,6.627985037,205.1988449,53.5,"[0, 0, 0, 0, 0, 5, 0, 5, 8, 8, 8, 8, 8, 8, 8]",[60.85738116 54.3983822  67.65292813],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628055-bout1.gzip,628055,4.854252186,4.316932404,7.14137013,8.124181544,8.431957407,7.165815422,139.125,83.125,1309.94152,4631.578947,4.358621008,3368.421053,-5.219905342,1.945910149,7,0,1309.94152,1,115.2083333,66.20833333,1216.374269,9.406721026,5.47733123,NA,38.19867045,53.5,"[0, 0, 0, 0, 0, 0, 0]",[78.1492928],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628055-bout2.gzip,628055,4.833190714,4.317488114,7.130731732,8.124181544,8.429041953,7.153573148,142.9166667,81.375,1309.94152,4631.578947,4.412532126,3321.637427,-5.207662917,1.945910149,7,0,1356.725146,1,117.5416667,61.83333333,1169.590643,9.987897769,7.004917254,NA,52.05601312,53.5,"[0, 0, 0, 0, 0, 0, 0]",[82.47804414],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628055-bout3.gzip,628055,3.867722746,5.01275111,8.046487562,7.933608213,8.67684251,7.337831696,81.08333333,172.9583333,3415.204678,6128.654971,4.184287641,2713.450292,-5.258390172,2.079441542,8,0,3461.988304,1,28.29166667,135.0416667,1684.210526,17.8020234,14.15962601,NA,584.7284841,53.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[65.64672025],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628059-bout1.gzip,628059,4.38280758,5.013686191,8.091985605,7.905976275,8.688594858,7.335362324,86.33333333,152.8333333,3461.988304,5988.304094,4.282469809,2526.315789,-5.389452215,1.945910149,7,0,3508.77193,1,73.5,147.2916667,3134.502924,4.437744516,2.002602473,NA,130.7392994,53.5,"[0, 0, 0, 0, 0, 0, 0]",[72.41908063],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628059-bout2.gzip,628059,4.411534869,5.002547117,8.045952373,7.937494035,8.678408013,7.336882659,95.66666667,152.5416667,3181.28655,5941.520468,4.380968869,2760.233918,-5.390972494,1.945910149,7,0,3228.070175,1,77.58333333,144.0833333,3040.935673,6.698815712,2.976470225,NA,44.50010438,53.5,"[0, 0, 0, 0, 0, 0, 0]",[79.91542352],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628059-bout3.gzip,628059,4.441179586,4.996085513,8.056602101,7.944628429,8.687468097,7.342185701,94.79166667,150.5,3274.853801,5988.304094,4.34466651,2760.233918,-5.396275569,1.945910149,7,0,3274.853801,1,80.79166667,144.9583333,3087.719298,5.061908402,2.341997802,NA,59.52832845,53.5,"[0, 0, 0, 0, 0, 0, 0]",[77.06633238],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628060-bout1.gzip,628060,3.929371644,4.99661384,8.027583407,8.031392935,8.714988945,7.339158836,56,183.1666667,3181.28655,6222.222222,3.977372725,2994.152047,-5.259717231,2.079441542,8,0,3274.853801,1,45.79166667,120.75,2900.584795,4.127734784,27.19924315,NA,100.0275993,53.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[53.37661479],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628060-bout2.gzip,628060,4.063043792,4.916562003,8.000938083,8.014779135,8.693213804,7.434847875,68.54166667,164.2083333,3087.719298,6035.087719,4.185641505,2900.584795,-5.237623288,2.197224577,4.5,0.693147181,3181.28655,0.875,47.54166667,115.7916667,2853.80117,8.5176619,19.59950327,0.508820668,73.14488514,53.5,"[0, 0, 0, 3, 3, 3, 3, 3, 3]",[65.37586659 66.09544768],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-628060-bout3.gzip,628060,4.075505013,4.979794188,8.140548522,8.060126955,8.787175687,7.484392051,85.16666667,187.5416667,3836.25731,6736.842105,4.072987795,2900.584795,-5.287167557,2.197224577,9,0,3883.040936,1,43.45833333,111.125,3040.935673,13.9071902,32.4140624,NA,251.9375348,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[58.7321804],dorsalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-629933-bout1.gzip,629933,3.140463731,4.11300114,7.89782959,8.195431622,8.743373064,7.250665083,78.16666667,94.5,3321.637427,6830.409357,4.008270977,2807.017544,-4.417451719,2.833213344,4.25,1.386294361,4070.175439,0.8125,3.791666667,46.375,2198.830409,27.28780295,15.45800962,1.182438622,413.5516546,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 15, 16]",[55.88771311 54.21549237],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-629933-bout2.gzip,629933,3.767177853,3.869514541,7.680548169,8.324873418,8.739414405,7.317710292,96.25,91.58333333,2853.80117,6690.05848,4.054355054,3883.040936,-4.484496931,2.833213344,2.125,2.079441542,2853.80117,0.375,23.33333333,25.08333333,1216.374269,23.1835481,25.94148426,3.516195895,389.9369269,53.5,"[0, 0, 2, 0, 0, 5, 0, 0, 0, 9, 2, 11, 12, 12, 12, 15, 16]",[61.70030816 55.40372671 55.83987857],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-632617-bout1.gzip,632617,3.130651592,4.310246952,7.827485067,8.267647533,8.75800431,6.954578279,55.55555556,82.22222222,2664.912281,6619.298246,3.986305439,3567.54386,-4.55668302,2.397895273,1.833333333,1.791759469,3094.736842,0.3,12.06349206,62.85714286,2321.052632,12.16558489,6.36563531,3.240303037,120.4624682,53.5,"[0, 1, 2, 3, 2, 2, 2, 2, 1, 9, 10]",[56.14678899 51.56430849],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-632617-bout2.gzip,632617,3.155433384,3.969028045,7.711199284,8.23812885,8.694953127,7.45798475,37.77777778,69.20634921,2578.947368,6447.368421,4.081222305,3610.526316,-4.32249053,3.135494216,1.916666667,2.48490665,2879.824561,0.454545455,13.65079365,34.6031746,1590.350877,5.728469079,8.889516259,7.642376421,263.5246387,53.5,"[0, 1, 2, 3, 4, 5, 6, 7, 6, 6, 6, 6, 6, 13, 13, 15, 16, 17, 17, 17, 17, 17, 17]",[54.03895956 67.99516908 55.61929498],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-634303-bout1.gzip,634303,3.296424583,4.204455681,7.92412947,8.136848503,8.722303777,7.574036853,37.46031746,75.55555556,3051.754386,6447.368421,4.005685984,3395.614035,-4.529514441,3.044522438,2.333333333,2.197224577,3094.736842,0.25,20.31746032,57.77777778,2321.052632,3.521407808,4.365512244,2.478534916,228.3104335,53.5,"[0, 0, 2, 3, 0, 5, 5, 7, 0, 0, 0, 7, 0, 0, 3, 5, 16, 17, 7, 19, 20]",[52.47137128 53.76470588 58.24299832 55.15883853],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-634303-bout2.gzip,634303,3.286909631,4.220389151,7.914453175,8.162757454,8.732532489,7.426549072,42.53968254,76.82539683,3094.736842,6533.333333,4.007231711,3481.578947,-4.536177288,2.890371758,2.571428571,1.945910149,3094.736842,0.176470588,20.95238095,60.95238095,2192.105263,5.17003,4.35570866,1.204142564,207.4504403,53.5,"[0, 0, 0, 3, 4, 5, 0, 5, 0, 0, 10, 11, 0, 5, 3, 0, 16, 5]",[55.57206275 53.61028684 55.800908  ],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-634303-bout3.gzip,634303,3.375025306,4.192803006,7.994093063,8.049728247,8.708369194,7.431638142,38.73015873,74.6031746,3438.596491,6619.298246,3.886205681,2965.789474,-4.541266429,2.890371758,2,2.197224577,3696.491228,0.294117647,22.85714286,59.68253968,2450,5.119472836,4.168038595,1.837884353,270.0287765,53.5,"[0, 1, 2, 3, 3, 2, 6, 3, 3, 2, 2, 2, 12, 13, 14, 15, 2, 2]",[47.42607414 50.02523512],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-636026-bout1.gzip,636026,3.075600141,3.476210741,7.68732039,8.096509897,8.597247634,7.106879324,38.79166667,40.83333333,2713.450292,6035.087719,3.863422831,3040.935673,-3.971385134,3.135494216,4.6,1.609437912,3040.935673,0.545454545,12.83333333,26.25,421.0526316,6.064971597,4.398187346,6.231558964,438.3564977,53.5,"[0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 8, 0, 7, 0, 0, 0, 0, 0, 19, 0, 0, 22]",[43.91049067 54.82233503 44.15146118],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-636026-bout3.gzip,636026,3.120067868,3.3834482,7.667944111,8.085831739,8.582984061,6.97716473,25.375,35,2853.80117,5941.520468,4.072793077,3087.719298,-3.932642279,3.044522438,7,1.098612289,2900.584795,0.85,17.79166667,24.79166667,1730.994152,1.953754212,2.643530275,12.95768417,296.6771212,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 18, 18, 1]",[49.558279   67.88321168],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-636426-bout1.gzip,636426,3.507747665,4.633341063,8.224142608,7.886132698,8.755749517,7.083973593,54.92063492,115.5555556,3825.438596,6490.350877,4.167213412,2621.929825,-4.886749054,2.197224577,9,0,3911.403509,1,19.68253968,92.38095238,3610.526316,11.05647402,9.450778188,NA,59.93617149,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[64.53536785],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-636426-bout2.gzip,636426,3.660254959,4.534815844,8.182039384,7.913405506,8.743027855,7.156102346,49.52380952,100,3868.421053,6490.350877,4.223540356,2621.929825,-4.853517193,2.302585093,10,0,3911.403509,1,27.93650794,89.52380952,3180.701754,6.017341009,3.071336285,NA,203.4301118,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[68.2747739],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-636426-bout3.gzip,636426,3.443217952,4.653204206,8.098082777,8.020651036,8.746451344,7.193530773,45.3968254,112.3809524,3696.491228,6490.350877,4.06603565,2707.894737,-4.890945677,2.302585093,5,0.693147181,3825.438596,0.888888889,26.03174603,93.96825397,2664.912281,5.696867437,5.236224347,NA,278.0049087,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[58.32528185],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-638299-bout1.gzip,638299,3.11202186,4.288500577,7.965484655,7.928564066,8.632712458,7.179356362,34.6031746,97.14285714,4083.333333,6490.350877,4.048940644,2450,-4.540299064,2.63905733,1.4,2.302585093,4083.333333,0.076923077,8.571428571,43.17460317,1289.473684,7.877189803,12.20833932,0.466443544,607.8637242,53.5,"[0, 1, 2, 3, 4, 5, 6, 7, 7, 9, 7, 9, 3, 13]",[57.74378585 57.43853773 56.82773109],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-638299-bout2.gzip,638299,3.183330888,4.273472856,8.020216348,7.925666749,8.659779283,7.108685681,42.85714286,109.2063492,3438.596491,6189.473684,3.988728869,2492.982456,-4.543736292,2.564949357,1.3,2.302585093,3739.473684,0.083333333,9.206349206,55.87301587,2707.894737,8.440559381,13.65845825,NA,248.2547538,53.5,"[0, 1, 2, 3, 2, 2, 6, 7, 8, 2, 10, 11, 12]",[53.98622219],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-638299-bout3.gzip,638299,3.082432366,3.57208799,7.593050073,8.281976566,8.681583663,6.919119037,31.42857143,44.44444444,2707.894737,6877.192982,3.979635224,3653.508772,-4.028747289,2.890371758,3,1.791759469,3266.666667,0.411764706,15.23809524,30.79365079,1375.438596,4.567134097,3.806237127,3.106548944,339.1659138,53.5,"[0, 1, 2, 1, 1, 1, 2, 2, 8, 1, 1, 11, 1, 1, 1, 15, 1, 1]",[51.30085421 55.69417786],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-638300-bout1.gzip,638300,3.092324299,4.309940908,7.801994874,8.033062543,8.609527404,7.501520509,34.6031746,87.3015873,2965.789474,5759.649123,3.786114755,2707.894737,-4.557081506,2.944438979,19,0,3094.736842,1,7.936507937,57.77777778,2020.175439,6.041212179,6.842698567,NA,249.7649905,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[44.0847869],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-638300-bout2.gzip,638300,3.101844386,4.346687268,7.823817915,8.058077442,8.633314028,7.584256749,27.93650794,86.34920635,2836.842105,5974.561404,3.944145877,2750.877193,-4.588524497,2.995732274,10,0.693147181,3266.666667,0.842105263,15.87301587,66.66666667,1547.368421,3.107714527,6.0653988,0.151335537,288.2591937,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10, 10]",[51.73922941 51.52520864],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-638300-bout3.gzip,638300,3.05167743,4.352654556,7.810016163,8.043972836,8.619235514,7.413998993,27.3015873,95.23809524,3180.701754,5888.596491,4.031597065,2664.912281,-4.580785621,2.833213344,3.4,1.609437912,3266.666667,0.625,10.15873016,62.22222222,1633.333333,4.999202086,8.94664112,3.800560284,391.8662392,53.5,"[0, 0, 2, 3, 2, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 16]",[53.36189812 60.62809917 55.06250879],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-648078-bout1.gzip,648078,3.131483423,3.594850504,7.432212269,8.467198861,8.764480177,7.326047815,33.96825397,51.11111111,2149.122807,6662.280702,4.147655058,4513.157895,-4.067951289,3.258096538,26,0,2192.105263,1,14.28571429,27.61904762,1203.508772,4.111366461,4.678438219,NA,198.5656357,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[63.28542551],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-648078-bout2.gzip,648078,3.154818189,3.555446647,7.51080749,8.48123002,8.796049244,7.186108256,27.93650794,47.3015873,1934.210526,6748.245614,4.273463942,4771.052632,-4.050614034,3.135494216,23,0,2020.175439,1,13.01587302,21.9047619,1547.368421,3.495903138,4.770763661,NA,109.8670326,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[71.76981202],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-649306-bout1.gzip,649306,2.836010549,4.471680021,7.841406405,8.223560434,8.736898622,7.032638271,45.71428571,97.77777778,2750.877193,6361.403509,4.235218915,3610.526316,-4.634742982,2.397895273,3.666666667,1.098612289,2793.859649,0.6,5.714285714,80.95238095,2106.140351,10.81857274,5.465985849,10.99852777,198.6684106,53.5,"[0, 0, 2, 2, 0, 0, 0, 7, 0, 0, 0]",[61.29966545 76.85393258],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-649306-bout2.gzip,649306,3.053967904,4.327386057,7.764482229,8.242664005,8.718026553,6.854622365,61.9047619,94.92063492,2750.877193,6361.403509,4.164449241,3524.561404,-4.552037275,2.302585093,2,1.609437912,2879.824561,0.111111111,4.761904762,31.42857143,1676.315789,17.22480251,24.09084828,3.045084844,357.78574,53.5,"[0, 1, 0, 3, 1, 0, 1, 1, 8, 9]",[62.20402724 66.51042752],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-649306-bout3.gzip,649306,3.402639343,4.150914914,7.903926762,8.251299313,8.779175017,6.996114953,64.44444444,96.50793651,3266.666667,7264.035088,4.116471172,3567.54386,-4.511208278,2.48490665,3,1.386294361,3739.473684,0.636363636,6.349206349,29.52380952,1891.22807,21.41776222,27.46119326,3.704183575,389.6539663,53.5,"[0, 0, 0, 0, 0, 0, 6, 7, 8, 7, 7, 7]",[58.72313977 63.96164642],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-652402-bout1.gzip,652402,3.288926338,3.473505314,7.413686914,8.283704419,8.625936364,7.430132968,31.11111111,34.28571429,1977.192982,5759.649123,4.124654856,3782.45614,-4.062837116,3.36729583,7.25,1.386294361,2020.175439,0.535714286,23.17460317,27.3015873,730.7017544,1.81748333,1.526068906,5.643065017,333.8346955,53.5,"[0, 0, 2, 3, 4, 4, 4, 4, 4, 4, 0, 4, 4, 0, 0, 4, 3, 4, 4, 4, 0, 3, 4, 4, 4, 4, 4, 4, 0]",[55.34005767 64.79268725 65.40663405],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-652402-bout2.gzip,652402,3.138480321,3.581191396,6.904160308,8.442502299,8.629374887,7.150390174,29.52380952,47.93650794,1719.298246,5716.666667,3.961281396,3911.403509,-4.059347719,3.091042453,5.5,1.386294361,1848.245614,0.666666667,11.74603175,29.20634921,644.7368421,5.55177498,6.05936744,3.002799188,240.1002586,53.5,"[0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 21]",[50.40128799 54.64788732],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-652402-bout3.gzip,652402,3.19784493,3.545255187,7.363957971,8.329964879,8.644945858,7.397016725,31.42857143,51.42857143,1891.22807,5888.596491,4.096599521,3825.438596,-4.064812188,3.33220451,4.666666667,1.791759469,2106.140351,0.666666667,10.47619048,26.34920635,816.6666667,5.482571946,5.264635725,11.2934202,328.9829307,53.5,"[0, 0, 0, 0, 0, 5, 0, 0, 0, 9, 10, 0, 0, 13, 13, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0]",[52.14979617 68.12110419],hyemalis
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-653062-bout1.gzip,653062,3.65029346,4.36024927,7.722964825,8.331074963,8.758969095,7.375375117,43.17460317,83.17460317,2492.982456,6490.350877,4.158486783,4040.350877,-4.736317794,2.63905733,14,0,2492.982456,1,35.55555556,72.38095238,1848.245614,2.10241614,2.718703531,NA,171.6934948,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[63.97464181],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-653062-bout2.gzip,653062,3.518211343,4.422576483,7.827373801,8.31241074,8.785611965,7.380730679,42.85714286,90.79365079,2707.894737,6705.263158,4.15939826,3911.403509,-4.741673304,2.63905733,7,0.693147181,2836.842105,0.923076923,25.3968254,77.77777778,2192.105263,4.502929342,3.051875044,NA,159.5900701,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[64.03297982],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-653062-bout3.gzip,653062,3.57173397,4.405557132,7.77054653,8.309744542,8.762498699,7.453948047,40,89.84126984,2707.894737,6662.280702,4.12349145,3954.385965,-4.745897809,2.708050201,15,0,2750.877193,1,27.3015873,76.19047619,1547.368421,3.323642604,3.577596086,NA,294.6131563,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[61.7745489],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-653063-bout1.gzip,653063,3.441807713,4.429711473,7.784769156,8.313048181,8.769887684,7.29009797,36.82539683,94.6031746,2578.947368,6619.298246,4.077965011,3911.403509,-4.72514858,2.564949357,6.5,0.693147181,2750.877193,0.75,20.63492063,73.01587302,2149.122807,6.116153289,6.512947632,3.524469334,107.4010205,53.5,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[56.5330557  61.51740803],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-653063-bout2.gzip,653063,3.634303353,4.370624003,7.741807913,8.326627216,8.762818955,7.377560476,53.96825397,90.15873016,2492.982456,6619.298246,4.106069159,3954.385965,-4.738503198,2.63905733,14,0,2707.894737,1,26.66666667,71.74603175,1891.22807,5.909914995,4.409169525,NA,182.914922,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[60.70761595],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-653063-bout3.gzip,653063,3.382712567,4.467288561,7.898241699,8.281026611,8.794492603,7.379344952,43.80952381,99.04761905,2879.824561,6791.22807,4.190965103,3825.438596,-4.740287636,2.63905733,7,0.693147181,3008.77193,0.923076923,18.73015873,79.68253968,1977.192982,6.195431264,5.340820208,NA,219.5617176,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[66.0865405],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-657207-bout1.gzip,657207,3.312466669,3.816712826,7.689940291,8.202373201,8.664381894,7.362967514,32.38095238,60.31746032,2278.070175,5845.614035,4.279397446,3567.54386,-4.27192508,3.091042453,22,0,2321.052632,1,10.47619048,41.58730159,2020.175439,5.325976642,4.151489966,NA,65.38213432,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[72.19692438],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-657207-bout2.gzip,657207,3.311828858,3.808776656,7.66880702,8.211644861,8.662356235,7.260645291,33.65079365,48.57142857,2235.087719,5845.614035,4.276445893,3610.526316,-4.26491305,2.995732274,20,0,2278.070175,1,22.85714286,41.9047619,2020.175439,3.038190496,2.156751268,NA,63.29407193,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[71.98414549],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-657207-bout3.gzip,657207,3.184645812,3.898783826,7.696345539,8.200076286,8.665361098,7.326047815,33.96825397,59.68253968,2321.052632,5845.614035,4.290252277,3524.561404,-4.28152537,3.044522438,21,0,2364.035088,1,17.14285714,41.9047619,1848.245614,4.88550263,4.502535809,NA,94.77514387,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[72.98487859],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-657208-bout1.gzip,657208,3.193802187,3.868615156,7.711119584,8.192741979,8.666419486,7.308553429,39.36507937,58.73015873,2364.035088,5845.614035,4.341843573,3524.561404,-4.264030999,3.044522438,10.5,0.693147181,2364.035088,0.8,10.47619048,43.17460317,1891.22807,6.54550357,4.230233535,6.311858506,105.7020577,53.5,"[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[72.3859278 81.3122437],oreganus
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-657208-bout2.gzip,657208,3.309709567,3.811939547,7.695287897,8.198081349,8.66370713,7.358931995,34.6031746,49.52380952,2321.052632,5845.614035,4.280527382,3524.561404,-4.267889562,3.091042453,22,0,2364.035088,1,17.14285714,41.9047619,1934.210526,3.894430469,2.477992251,NA,103.8510075,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[72.27854835],oreganus
