FileName,ID_Num,avg_silence_duration(ms),avg_syllable_duration(ms),avg_sylls_freq_range(Hz),avg_sylls_lower_freq(Hz),avg_sylls_upper_freq(Hz),bout_duration(ms),largest_silence_duration(ms),largest_syllable_duration(ms),largest_sylls_freq_range(Hz),max_sylls_freq(Hz),mean_syllable_stereotypy,min_sylls_freq(Hz),num_syllable_per_bout_duration(1/ms),num_syllables,num_syllables_per_num_unique,num_unique_syllables,overall_sylls_freq_range(Hz),sequential_repetition,smallest_silence_duration(ms),smallest_syllable_duration(ms),smallest_sylls_freq_range(Hz),stdev_silence_duration(ms),stdev_syllable_duration(ms),stdev_syllable_stereotypy,stdev_sylls_freq_range(Hz),syll_correlation_threshold,syllable_pattern,syllable_stereotypy,subspecies,latitude,longitude
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_188448_44k seg 1.gzip,188448,18.51370851,37.00483092,2930.282227,3176.96415,6064.263921,1258.412698,20.63492063,38.41269841,3223.684211,6232.45614,83.84895399,3008.77193,0.018276993,23,23,1,3266.666667,1,16.82539683,31.11111111,2578.947368,1.173136972,1.52797077,,150.3839787,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[83.84895399],oreganus,35.738,-118.5574
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_188814_44k-2 seg 1.gzip,188814,26.61904762,54.72411187,2578.947368,3076.315789,5612.280702,1681.587302,73.01587302,90.15873016,3352.631579,6189.473684,81.13835403,2750.877193,0.012488201,21,10.5,2,3481.578947,0.95,12.6984127,31.11111111,1891.22807,16.30986987,25.08548774,2.024176144,619.4545924,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 12, 12, 12, 12, 12, 12]",[82.56966271 79.70704535],caniceps,39.99733,-105.30316
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_190910_44k-2 seg 1.gzip,190910,44.56349206,104.6560847,3104.288499,3419.493177,6480.79922,1298.412698,56.50793651,108.8888889,3266.666667,6619.298246,66.13613243,3352.631579,0.00693154,9,4.5,2,3309.649123,0.25,38.73015873,99.68253968,3008.77193,6.292118637,3.221870338,0.627879368,85.36584636,53.5,"[0, 1, 1, 0, 0, 1, 0, 1, 0]",[65.69215467 66.58011019],hyemalis,42.259721,-78.08965
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_191709_44k seg 1.gzip,191709,20.35978836,41.50793651,2979.221491,3352.631579,6288.870614,969.5238095,25.07936508,43.49206349,3137.719298,6490.350877,71.23783029,3180.701754,0.016502947,16,16,1,3352.631579,1,17.46031746,40,2750.877193,2.27303952,0.952380952,,116.099054,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[71.23783029],caniceps,39.043,-108.0676
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_191716_44k-2 seg 1.gzip,191716,19.22077922,48.88888889,2616.323417,3444.202899,6017.54386,1547.301587,26.03174603,57.46031746,2922.807018,6275.438596,75.54646499,3180.701754,0.014864588,23,23,1,3137.719298,1,13.01587302,42.85714286,2321.052632,3.757170205,4.260252514,,122.4704145,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[75.54646499],caniceps,39.043,-108.0676
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_191737_44k seg 1.gzip,191737,28.31168831,80.29100529,2389.108187,3277.412281,5623.538012,1274.920635,33.33333333,85.07936508,2664.912281,5802.631579,72.3754664,3137.719298,0.009412351,12,12,1,2707.894737,1,23.49206349,78.0952381,2235.087719,3.848525698,2.16355599,,130.1896126,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[72.3754664],caniceps,40.3966,-105.5127
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_192434_44k seg 1.gzip,192434,39.18871252,74.06349206,3193.596491,2875.526316,6026.140351,1093.333333,44.76190476,76.50793651,3567.54386,6404.385965,76.47831306,2793.859649,0.009146341,10,10,1,3653.508772,1,34.6031746,64.44444444,2922.807018,2.817677663,3.451909595,,278.5949967,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[76.47831306],oreganus,38.1394,-122.5931
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_192451_44k seg 1.gzip,192451,30.83597884,26.01190476,1641.392544,2654.166667,4252.576754,878.7301587,48.57142857,28.57142857,1805.263158,4384.210526,77.39204886,2535.964912,0.018208092,16,16,1,1891.22807,1,25.07936508,20,1461.403509,5.288858219,2.039234711,,89.08712434,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[77.39204886],oreganus,38.4807,-122.145
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-192494-bout2.gzip,192494,27.41702742,109.047619,1619.005848,3621.27193,5197.295322,1610.15873,33.96825397,114.6031746,1762.280702,5329.824561,64.40922744,3610.526316,0.007452681,12,6,2,1762.280702,0.909090909,25.07936508,101.9047619,1504.385965,2.958596384,3.815531578,,99.26373049,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]",[64.40922744],oreganus,38.1394,-122.5931
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-192494-bout3.gzip,192494,29.11111111,107.3881674,1605.980861,3618.341308,5181.339713,1472.380952,33.33333333,111.4285714,1676.315789,5243.859649,70.38645043,3567.54386,0.007470893,11,5.5,2,1719.298246,0.5,24.76190476,102.2222222,1504.385965,2.985740117,3.110757703,1.108835038,55.28796183,53.5,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1]",[69.60238565 71.1705152 ],oreganus,38.1394,-122.5931
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-192496-bout1.gzip,192496,24.50046685,72.66313933,3163.986355,2817.738791,5938.74269,1724.444444,28.88888889,75.55555556,3653.508772,6318.421053,80.16100497,2578.947368,0.010438144,18,18,1,3782.45614,1,19.04761905,70.47619048,2922.807018,2.7059542,1.596198739,,187.7264044,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[80.16100497],oreganus,38.1394,-122.5931
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-192496-bout2.gzip,192496,22.55731922,74.43609023,2916.020314,2739.56602,5612.603878,1820.31746,30.79365079,82.53968254,3395.614035,6017.54386,75.63729806,2578.947368,0.01043774,19,19,1,3481.578947,1,12.6984127,70.79365079,2621.929825,4.026606961,3.381889431,,184.7429977,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[75.63729806],oreganus,38.1394,-122.5931
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-192496-bout3.gzip,192496,26.14379085,70.93474427,2968.177388,2851.169591,5776.364522,1721.269841,32.38095238,73.65079365,3481.578947,6103.508772,78.53668558,2664.912281,0.010457396,18,18,1,3481.578947,1,22.22222222,68.57142857,2664.912281,2.261392803,1.339022243,,181.4463617,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[78.53668558],oreganus,38.1394,-122.5931
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_193561_44k seg 1.gzip,193561,20.64814815,55.14920635,2446.561404,3225.403509,5628.982456,1874.285714,25.07936508,59.68253968,2621.929825,5759.649123,63.99826652,3051.754386,0.013338415,25,12.5,2,2750.877193,0.958333333,16.50793651,41.58730159,2278.070175,2.40403655,3.89079966,,90.26315789,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[63.99826652],oreganus,58.52276,-135.88806
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_194989_44k seg 1.gzip,194989,18.22751323,55.46666667,2714.77193,3663.824561,6335.614035,1824.126984,25.07936508,62.53968254,2879.824561,6447.368421,73.36139187,3524.561404,0.013705186,25,12.5,2,2965.789474,0.791666667,4.761904762,52.38095238,2578.947368,5.218015063,2.777430061,10.21214303,87.45636031,53.5,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[66.14031628 80.58246746],oreganus,59.40309,-135.93
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_XC195416.gzip,195416,23.24929972,60,2192.105263,3744.249513,5893.37232,1475.238095,26.66666667,66.66666667,2750.877193,6103.508772,65.11464863,3008.77193,0.01220142,18,9,2,3137.719298,0.647058824,19.68253968,55.55555556,1934.210526,2.206661539,3.009723939,4.871369963,176.9143299,53.5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0]",[61.6700699  68.55922736],oreganus,56.0883,-129.3039
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_XC195544.gzip,195544,16.11832612,64.43064182,2900.381388,2984.477498,5841.87643,1836.507937,52.38095238,70.15873016,3051.754386,6017.54386,70.01238713,2922.807018,0.012523768,23,11.5,2,3137.719298,0.954545455,12.6984127,31.11111111,1418.421053,8.175645498,7.509724495,,329.3573018,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[70.01238713],oreganus,56.0883,-129.3039
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_195713_44k seg 1.gzip,195713,30.66137566,66.81318681,3494.804318,2516.126856,5967.948718,1236.507937,35.23809524,71.74603175,3610.526316,6017.54386,77.71772573,2407.017544,0.010513479,13,13,1,3653.508772,1,25.3968254,60,3395.614035,3.040330189,2.850124786,,68.82701348,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[77.71772573],hyemalis,41.9989,-74.3874
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195781-bout1.gzip,195781,23.76719577,72.18253968,2511.787281,3094.736842,5563.541667,1511.428571,34.92063492,81.26984127,3008.77193,5716.666667,69.44294343,2750.877193,0.010586011,16,16,1,3008.77193,1,11.74603175,62.53968254,1246.491228,6.933299555,5.198180454,,579.6459518,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[69.44294343],oreganus,53.9146,-121.9628
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195781-bout2.gzip,195781,19.18367347,76.8042328,2111.871345,3478.71345,5547.602339,1420.634921,26.98412698,105.0793651,2965.789474,5716.666667,69.4311356,2793.859649,0.010558659,15,15,1,2965.789474,1,11.11111111,64.76190476,1160.526316,4.857349203,11.20174674,,569.5011307,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[69.4311356],oreganus,53.9146,-121.9628
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195781-bout3.gzip,195781,32.47165533,63.74603175,1263.684211,4286.783626,5507.48538,1410.793651,61.26984127,71.42857143,1891.22807,5716.666667,74.48027205,3696.491228,0.010632313,15,7.5,2,2063.157895,0.857142857,22.85714286,32.06349206,1031.578947,12.53275868,12.6650355,9.417555197,290.0690316,53.5,"[0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[67.82105491 81.13948919],oreganus,53.9146,-121.9628
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195783-bout1.gzip,195783,22.12698413,69.37263794,2353.80117,3000.584795,5311.403509,1899.365079,26.98412698,76.50793651,2535.964912,5415.789474,80.47346173,2750.877193,0.011056326,21,21,1,2707.894737,1,19.36507937,64.76190476,2235.087719,1.751264279,2.794045873,,91.08302122,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[80.47346173],oreganus,53.9146,-121.9628
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195783-bout2.gzip,195783,23.77928949,67.44588745,2221.411483,3071.291866,5249.720893,1983.174603,28.25396825,74.92063492,2535.964912,5329.824561,79.20847547,2793.859649,0.011093325,22,22,1,2578.947368,1,20.95238095,63.80952381,2063.157895,1.883224164,2.105171881,,108.0776815,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[79.20847547],oreganus,53.9146,-121.9628
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195783-bout3.gzip,195783,22.43386243,68.57142857,2323.00638,3041.985646,5322.009569,1979.68254,28.88888889,73.65079365,2492.982456,5415.789474,81.18467603,2836.842105,0.011112893,22,22,1,2621.929825,1,18.41269841,64.76190476,2235.087719,2.528414155,1.787791687,,75.59383098,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[81.18467603],oreganus,53.9146,-121.9628
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195804-bout1.gzip,195804,26.03174603,109.3968254,3348.333333,3064.649123,6370,1328.253968,35.23809524,114.9206349,3567.54386,6576.315789,70.05758497,2965.789474,0.007528681,10,10,1,3653.508772,1,21.26984127,97.46031746,3094.736842,4.111693285,5.325180634,,154.9092066,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[70.05758497],oreganus,53.0337,-119.2491
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195804-bout2.gzip,195804,26.47619048,110.1875902,3426.874003,3122.089314,6505.980861,1476.825397,30.79365079,113.3333333,3567.54386,6576.315789,70.18814687,3008.77193,0.007448409,11,11,1,3610.526316,1,21.9047619,108.2539683,3266.666667,2.404702242,1.3276868,,86.16006557,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[70.18814687],oreganus,53.0337,-119.2491
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-195804-bout3.gzip,195804,27.87301587,110.4761905,3422.966507,3028.30941,6408.293461,1493.968254,34.6031746,115.2380952,3610.526316,6576.315789,66.95415186,2922.807018,0.007362941,11,11,1,3696.491228,1,22.22222222,101.9047619,3309.649123,4.456521761,4.289827538,,109.2003576,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[66.95415186],oreganus,53.0337,-119.2491
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_197108_44k s3.gzip,197108,12.95815296,26.73202614,1424.742002,4444.891641,5826.651187,1336.507937,117.7777778,32.06349206,2192.105263,6060.526316,63.05413162,3911.403509,0.02543943,34,6.8,5,2192.105263,0.757575758,0.952380952,12.38095238,386.8421053,20.29054122,3.288741253,10.58765349,430.8824973,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 18, 19, 19, 19, 19, 18, 19, 19, 19, 19, 19, 19, 18, 19, 19, 19]",[67.7621283  50.92902884 70.47123771],hyemalis,48.4490162,-78.6998749
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_197963_44k-2 seg 1.gzip,197963,36.67887668,75.3968254,2953.508772,3140.789474,6051.315789,1532.380952,68.57142857,154.2857143,4728.070175,7435.964912,76.16765188,2364.035088,0.009136109,14,4.666666667,3,5114.912281,0.846153846,29.20634921,58.73015873,2321.052632,10.07289747,33.33432175,,768.6030479,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13]",[76.16765188],dorsalis,32.4127189,-110.7305145
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_197983_44k seg 1.gzip,197983,33.86243386,104.6984127,3752.368421,3047.45614,6756.842105,1351.746032,39.04761905,107.6190476,3954.385965,6877.192982,84.17903687,2965.789474,0.007397839,10,10,1,3954.385965,1,31.11111111,102.5396825,3653.508772,2.707733668,1.58235561,,97.27929996,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[84.17903687],hyemalis,42.335834,-76.3290596
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-198715-bout1.gzip,198715,25.80498866,69.18518519,2676.374269,3203.625731,5837.017544,1399.047619,64.12698413,81.9047619,2965.789474,5974.561404,64.75597186,3008.77193,0.010721579,15,15,1,3008.77193,1,14.92063492,30.47619048,1719.298246,12.09329175,14.78369477,,376.9828736,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[64.75597186],hyemalis,56.3854,-116.3349
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-198715-bout2.gzip,198715,36.48351648,58.48072562,2450,3410.964912,5817.982456,1293.015873,64.12698413,73.01587302,3008.77193,6017.54386,69.87327152,3008.77193,0.0108274,14,4.666666667,3,3051.754386,0.769230769,23.17460317,30.15873016,1418.421053,12.27088611,13.14665442,,465.3846301,53.5,"[0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[69.87327152],hyemalis,56.3854,-116.3349
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-198715-bout3.gzip,198715,25.25030525,69.41043084,2717.105263,3239.035088,5913.157895,1300,46.98412698,80.95238095,3051.754386,6103.508772,62.3450969,3008.77193,0.010769231,14,14,1,3137.719298,1,12.38095238,33.01587302,2020.175439,10.08789406,12.89205657,,360.4769364,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[62.3450969],hyemalis,56.3854,-116.3349
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_199026_44k seg 1.gzip,199026,34.28571429,88.95238095,2845.438596,3537.45614,6339.912281,1198.095238,37.77777778,94.92063492,3352.631579,6662.280702,71.71549085,3352.631579,0.008346582,10,10,1,3352.631579,1,28.88888889,79.04761905,2450,3.036686741,4.776696603,,219.9163997,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[71.71549085],hyemalis,42.3180029,-76.478405
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_201153_44k seg 1.gzip,201153,29.84126984,115.9637188,2069.298246,3457.017544,5483.333333,990.7936508,35.55555556,122.2222222,2235.087719,5673.684211,75.82419792,3395.614035,0.007065043,7,7,1,2321.052632,1,25.71428571,108.8888889,1977.192982,3.249900671,4.879377423,,90.93802295,53.5,"[0, 0, 0, 0, 0, 0, 0]",[75.82419792],hyemalis,42.3379912,-76.338501
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_201154_44k seg 1.gzip,201154,48.57142857,97.02380952,2573.574561,3594.407895,6125,1116.190476,53.65079365,102.2222222,2621.929825,6189.473684,83.11167582,3524.561404,0.007167235,8,8,1,2707.894737,1,45.07936508,94.28571429,2535.964912,2.90957187,2.834058928,,27.54616428,53.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[83.11167582],hyemalis,42.3379912,-76.338501
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_202851_44k seg 1.gzip,202851,62.81179138,30.81481481,1140.467836,3375.555556,4473.040936,1341.587302,66.66666667,34.92063492,1246.491228,4556.140351,81.69189457,3352.631579,0.011180786,15,15,1,1246.491228,1,58.73015873,28.57142857,1074.561404,2.258064835,1.496094649,,53.55381098,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[81.69189457],dorsalis,35.894,-111.877
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_202885_44k seg 1.gzip,202885,56.6984127,91.45743146,3751.196172,2989.23445,6697.448166,1573.015873,68.25396825,93.65079365,3868.421053,6748.245614,73.62864519,2922.807018,0.006992936,11,11,1,3868.421053,1,50.15873016,86.66666667,3610.526316,6.736345365,2.122262209,,88.27828275,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[73.62864519],dorsalis,34.412,-112.421
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_202886_44k seg 1.gzip,202886,55.3968254,98.98989899,2188.197767,3016.586922,5161.802233,1642.857143,60.31746032,117.7777778,2407.017544,5458.77193,66.38254826,2578.947368,0.006695652,11,5.5,2,2922.807018,0.9,49.20634921,87.61904762,1805.263158,3.196573009,7.973018473,10.33149356,188.7850398,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9]",[73.68801742 59.07707911],dorsalis,34.412,-112.421
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_202887_44k seg 1.gzip,202887,62.42424242,93.57142857,2715.05848,3119.809942,5791.885965,1809.52381,75.23809524,149.5238095,3825.438596,5888.596491,74.54126858,2063.157895,0.006631579,12,6,2,3868.421053,0.909090909,53.33333333,81.26984127,2492.982456,7.228443478,18.09656713,,356.7253532,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[74.54126858],dorsalis,34.475,-112.421
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_203606_44k seg 1.gzip,203606,47.93650794,60.97505669,1547.368421,3303.508772,4807.894737,1476.825397,74.92063492,64.44444444,1977.192982,4857.017544,69.04204483,2793.859649,0.009479794,14,14,1,2106.140351,1,40,54.92063492,1203.508772,8.967902788,2.451029886,,176.8197992,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[69.04204483],dorsalis,34.475,-111.415
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_203607_44k seg 1.gzip,203607,41.49206349,119.4227994,2786.044657,3051.754386,5794.816587,1728.571429,60.31746032,142.2222222,3180.701754,6533.333333,72.0124243,2879.824561,0.006363636,11,3.666666667,3,3696.491228,0.8,34.92063492,77.46031746,2407.017544,7.549728757,27.96204395,5.685460105,264.8348483,53.5,"[0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 10]",[67.99219691 76.0326517 ],dorsalis,34.475,-111.415
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_203608_44k seg 1.gzip,203608,57.24867725,193.106576,1995.614035,3358.77193,5311.403509,1695.238095,93.33333333,214.2857143,2364.035088,5673.684211,66.16202121,3051.754386,0.004129213,7,3.5,2,2664.912281,0.833333333,45.3968254,82.53968254,816.6666667,18.1399244,48.85957834,,536.768762,53.5,"[0, 0, 0, 0, 0, 0, 6]",[66.16202121],dorsalis,34.475,-111.415
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_203624_44k seg 1.gzip,203624,51.42857143,147.9365079,3549.122807,2450,5956.140351,1344.126984,56.50793651,152.0634921,3696.491228,6103.508772,68.35482815,2364.035088,0.005207841,7,7,1,3782.45614,1,46.03174603,143.4920635,3481.578947,3.647341363,3.200948881,,69.560537,53.5,"[0, 0, 0, 0, 0, 0, 0]",[68.35482815],dorsalis,33.918,-109.271
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_204590_44k-2 seg 1.gzip,204590,97.49206349,53.50649351,1168.341308,3716.028708,4841.38756,1563.492063,134.2857143,61.58730159,1332.45614,4900,60.81191917,3610.526316,0.007035533,11,5.5,2,1332.45614,0.9,86.98412698,37.77777778,816.6666667,13.67533989,8.665403288,,143.6131042,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[60.81191917],hyemalis,42.4351,-76.305
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-206096-bout1.gzip,206096,29.41666667,96.97916667,2532.163743,3830.409357,6315.789474,981.75,33.25,100.625,2853.80117,6643.274854,61.77923121,3555.555556,0.008148714,8,8,1,3134.502924,1,25.375,91.58333333,2245.614035,2.659495566,3.656235161,,189.521122,53.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[61.77923121],caniceps,37.7799,-108.0403
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-206096-bout2.gzip,206096,34.34375,92.78240741,2276.803119,3898.635478,6128.654971,1109.791667,41.41666667,97.70833333,2573.099415,6502.923977,59.74128283,3789.473684,0.00810963,9,9,1,2760.233918,1,30.04166667,80.79166667,2011.695906,3.881155505,5.096753876,,187.1345029,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[59.74128283],caniceps,37.7799,-108.0403
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-206096-bout3.gzip,206096,22.49479167,103.6712963,2661.468486,3695.906433,6310.591293,1113,28,113.75,2853.80117,6502.923977,69.03989837,3461.988304,0.008086253,9,4.5,2,3087.719298,0.75,15.75,96.83333333,2432.748538,4.546466309,6.020128435,6.805373604,154.1810521,53.5,"[0, 1, 1, 1, 0, 0, 0, 0, 0]",[64.22777254 73.85202419],caniceps,37.7799,-108.0403
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_Junco-hyemalis-206101-bout1.gzip,206101,21.65942029,65.41840278,2208.576998,3417.153996,5578.947368,2068.208333,31.20833333,72.33333333,2573.099415,5801.169591,69.06903714,3228.070175,0.011604247,24,24,1,2619.883041,1,16.625,61.54166667,2011.695906,3.254068262,2.251826928,,142.6903364,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[69.06903714],caniceps,37.6994,-108.1782
