FileName,ID_Num,avg_silence_duration(ms),avg_syllable_duration(ms),avg_sylls_freq_range(Hz),avg_sylls_lower_freq(Hz),avg_sylls_upper_freq(Hz),bout_duration(ms),largest_silence_duration(ms),largest_syllable_duration(ms),largest_sylls_freq_range(Hz),max_sylls_freq(Hz),mean_syllable_stereotypy,min_sylls_freq(Hz),num_syllable_per_bout_duration(1/ms),num_syllables,num_syllables_per_num_unique,num_unique_syllables,overall_sylls_freq_range(Hz),sequential_repetition,smallest_silence_duration(ms),smallest_syllable_duration(ms),smallest_sylls_freq_range(Hz),stdev_silence_duration(ms),stdev_syllable_duration(ms),stdev_syllable_stereotypy,stdev_sylls_freq_range(Hz),syll_correlation_threshold,syllable_pattern,syllable_stereotypy,subspecies,latitude,longitude
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_101275521.gzip,101309821,19.495,40.31730769,3523.166892,3161.493477,6637.876743,1535.625,22.75,49.58333333,3883.040936,6830.409357,76.94321258,2619.883041,0.016931217,26,13,2,4257.309942,0.96,15.16666667,34.41666667,3134.502924,2.239827829,3.948014215,0.527021701,187.4940316,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",[77.3158732  76.57055196],hyemalis,34.8781,-83.8088
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_101309821.gzip,101633591,29.16666667,104.7083333,2560.340245,3398.192451,5911.74907,1443.458333,40.54166667,112.875,2994.152047,6269.005848,55.33752123,3321.637427,0.007620587,11,11,1,2994.152047,1,21.58333333,89.25,1684.210526,7.152278839,8.02480962,,373.7369956,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[55.33752123],hyemalis,42.2681,-72.6262
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_101633591.gzip,101660701,33.74603175,69.58152958,2160.845295,3383.891547,5501.754386,1102.857143,44.76190476,75.23809524,2535.964912,5802.631579,57.91705271,3309.649123,0.009974093,11,5.5,2,2535.964912,0.9,30.15873016,61.26984127,1633.333333,4.636925468,4.944271304,,238.6133485,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]",[57.91705271],hyemalis,41.846,-78.0989
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_101660701.gzip,102051381,34.94505495,72.0861678,2029.385965,3263.596491,5250,1463.492063,44.76190476,77.77777778,2106.140351,5286.842105,62.14627933,3223.684211,0.009566161,14,14,1,2106.140351,1,29.20634921,56.19047619,1848.245614,4.841419962,5.315722254,,67.81170057,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[62.14627933],hyemalis,38.5867,-77.7578
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_102051381.gzip,102371111,9.416666667,105.9114583,3538.011696,3672.51462,7163.74269,913.2083333,16.33333333,111.125,4023.391813,7345.02924,61.72414298,3368.421053,0.008760323,8,8,1,4023.391813,1,3.791666667,96.83333333,2807.017544,4.403150177,4.829043535,,428.733434,53.5,"[0, 0, 0, 0, 0, 0, 0, 0]",[61.72414298],hyemalis,42.4712,-76.4592
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_102371111.gzip,102381571,29.21153846,91.30208333,2847.117794,3802.840434,6556.390977,1657.979167,34.125,95.8125,3087.719298,6736.842105,83.44222799,3649.122807,0.008444014,14,14,1,3181.28655,1,26.39583333,85.3125,2713.450292,2.127021883,3.608381354,,101.9330581,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[83.44222799],hyemalis,42.4761,-76.4569
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_102381571.gzip,102952031,16.53623188,45.45138889,1851.851852,3582.846004,5341.130604,1471.166667,25.8125,52.20833333,2245.614035,5520.467836,77.98128135,2900.584795,0.016313583,24,12,2,2713.450292,0.913043478,8.020833333,38.9375,1590.643275,4.460502063,3.318460176,13.33466387,182.9778204,53.5,"[0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]",[68.5522501 87.4103126],oreganus,47.5342,-122.157
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_102952031.gzip,103281941,18.81746032,21.31629888,3341.0997,3804.471545,7102.588789,1626.666667,21.26984127,24.76190476,4040.350877,7221.052632,82.81386218,3051.754386,0.025204918,41,20.5,2,4212.280702,0.975,12.06349206,20,2922.807018,2.498638116,1.087182187,,157.3487833,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40]",[82.81386218],hyemalis,35.4028,-82.7565
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_103281941.gzip,103514521,24.02116402,118.9255189,1960.661269,3607.219973,5524.898785,1834.285714,35.87301587,128.2539683,2321.052632,5673.684211,53.35429621,3309.649123,0.007087227,13,6.5,2,2407.017544,0.583333333,14.92063492,111.7460317,1461.403509,5.907171588,5.431786018,4.011930656,291.2773522,53.5,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",[50.51743283 56.19115958],hyemalis,45.3565,-72.2602
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_103514521.gzip,103601471,17.12878788,50.50905797,2241.545894,3488.431223,5683.193491,1538.541667,21.875,53.66666667,2573.099415,5941.520468,71.80796386,3321.637427,0.014949221,23,11.5,2,2666.666667,0.954545455,13.70833333,39.95833333,1824.561404,2.39024656,3.334397475,,175.5664498,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]",[71.80796386],hyemalis,38.9876992,-79.330524
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_103601471.gzip,104200011,19.07936508,121.4430014,3274.481659,3469.856459,6701.355662,1526.666667,31.74603175,136.5079365,3395.614035,6877.192982,56.86866543,3395.614035,0.00720524,11,5.5,2,3524.561404,0.9,9.523809524,106.031746,3180.701754,6.070514969,9.656601882,1.064167341,63.22420319,53.5,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2]",[57.62114537 56.11618549],hyemalis,42.2729,-76.6399
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104200011.gzip,104203501,23.66304348,41.51388889,1060.42885,4434.697856,5448.34308,1540.583333,40.83333333,53.375,1309.94152,5660.818713,59.2110552,4116.959064,0.015578515,24,12,2,1590.643275,0.956521739,11.375,26.83333333,514.619883,7.261006025,7.41697877,,206.3220238,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23]",[59.2110552],hyemalis,42.4749,-76.4601
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104203501.gzip,104306801,56.38888889,128.7708333,2873.851295,2606.516291,5386.800334,1239.729167,62.27083333,137.0833333,3087.719298,5614.035088,72.01741474,2526.315789,0.005646395,7,7,1,3181.28655,1,52.79166667,123.8125,2713.450292,4.230339876,4.610117446,,139.9790861,53.5,"[0, 0, 0, 0, 0, 0, 0]",[72.01741474],caniceps,40.6153,-115.3816
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104306801.gzip,104522961,32.44708995,34.92063492,2489.54386,3528,5974.561404,1651.746032,37.14285714,41.9047619,3223.684211,6275.438596,77.39703047,3094.736842,0.015135499,25,25,1,3223.684211,1,25.07936508,31.11111111,2106.140351,3.281805107,2.693740119,,304.670532,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[77.39703047],hyemalis,42.3179,-76.4783
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104522961.gzip,104523331,38.5,85.21969697,2772.993089,3564.061669,6290.271132,1322.416667,50.45833333,90.41666667,3181.28655,6456.140351,74.10218859,3321.637427,0.008318104,11,11,1,3181.28655,1,30.625,81.95833333,2666.666667,5.228350423,2.487963449,,152.4470257,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[74.10218859],hyemalis,42.3179,-76.4783
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104523331.gzip,104525971,19.44444444,51.04166667,3637.894737,3615.438596,7206.549708,1742.708333,24.5,53.08333333,4163.74269,7719.298246,81.08579519,3461.988304,0.014345487,25,25,1,4304.093567,1,14.58333333,47.83333333,3134.502924,2.278260082,1.40888385,,209.7799201,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[81.08579519],hyemalis,44.6503,-70.348
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104525971.gzip,104527941,18.92416226,70.22556391,1895.752539,3492.89012,5345.660203,1674.920635,25.07936508,81.9047619,2063.157895,5501.754386,66.08077574,3395.614035,0.011343821,19,19,1,2149.122807,1,13.65079365,60.95238095,1719.298246,3.555386966,4.555895307,,104.2020359,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[66.08077574],hyemalis,42.276571,-76.643584
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104527941.gzip,104529571,23.00925926,60.34429825,2462.296091,3393.044014,5761.772853,1560.708333,105.2916667,70.72916667,2713.450292,5801.169591,68.50489078,3181.28655,0.012173959,19,19,1,2713.450292,1,11.08333333,53.95833333,2152.046784,25.53205908,3.932269015,,202.2549721,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[68.50489078],hyemalis,42.3071,-76.482
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104529571.gzip,104829841,32.39583333,62.66944444,2810.136452,2969.20078,5732.553606,1393.583333,39.95833333,70.29166667,3134.502924,5894.736842,58.56759231,2666.666667,0.010763619,15,5,3,3274.853801,0.785714286,25.375,44.33333333,2385.964912,3.878625613,6.575557996,9.213525109,202.746181,53.5,"[0, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",[52.05264623 65.08253839],oreganus,38.808,-120.3749
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104829841.gzip,104838641,29.08564815,104.78125,2741.520468,2928.654971,5576.608187,1309.583333,41.41666667,108.0625,2900.584795,5707.602339,74.51510001,2807.017544,0.007636017,10,10,1,2994.152047,1,23.33333333,100.4791667,2619.883041,5.253599589,2.517708309,,99.12045899,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[74.51510001],hyemalis,42.4157303,-76.51937
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104838641.gzip,104883331,26.76434676,90.79365079,1753.070175,2870.614035,4580.701754,1619.047619,48.88888889,126.984127,2020.175439,4685.087719,51.98759231,2664.912281,0.008647059,14,14,1,2063.157895,1,10.15873016,68.57142857,1375.438596,13.50008141,16.01063662,,144.2203396,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[51.98759231],hyemalis,42.3338153,-76.340067
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104883331.gzip,104887471,23.06410256,101.8958333,2512.949039,3184.628237,5650.793651,1726.375,31.5,108.2083333,2713.450292,5754.385965,68.81497654,2994.152047,0.008109478,14,14,1,2807.017544,1,15.75,98.875,2245.614035,5.131816137,2.933684329,,198.0008172,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[68.81497654],hyemalis,42.3233,-76.3517
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104887471.gzip,104953671,30.05288462,88.32291667,2586.466165,2994.152047,5487.050961,1627.208333,40.6875,110.25,2900.584795,5707.602339,64.20043228,2900.584795,0.008603692,14,4.666666667,3,2900.584795,0.692307692,19.97916667,74.95833333,2339.181287,6.891418817,8.98132392,4.579493792,178.3154229,53.5,"[0, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",[67.4386234  60.96224117],hyemalis,42.3071,-76.482
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104953671.gzip,104953691,23.0825,46.19551282,2461.538462,4106.162843,6474.134053,1778.145833,32.375,58.04166667,2807.017544,6549.707602,65.64122821,3742.690058,0.014621973,26,13,2,2900.584795,0.96,11.95833333,32.08333333,1497.076023,4.747899755,4.921015298,,240.7705281,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[65.64122821],hyemalis,42.317861,-76.478307
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_104953691.gzip,105031141,19.97058824,53.40740741,2115.659519,3545.159194,5567.251462,1300.833333,32.52083333,69.85416667,2432.748538,5614.035088,74.62095921,3274.853801,0.013837284,18,4.5,4,2432.748538,0.705882353,9.1875,41.85416667,1871.345029,7.628677886,8.194583955,6.363469683,154.3780887,53.5,"[0, 1, 1, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]",[67.27305934 78.29960457 78.29021372],hyemalis,43.827,-73.5446
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105031141-bout-1.gzip,105123861,21.08465608,78.16849817,1970.580297,3517.948718,5445.546559,1269.206349,24.76190476,88.57142857,2492.982456,5630.701754,60.31823912,2965.789474,0.010242621,13,13,1,2707.894737,1,16.50793651,73.65079365,1504.385965,2.739131981,4.308491007,,237.278571,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[60.31823912],oreganus,48.5050189,-123.042
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105123861.gzip,105187821,33.21634615,47.17708333,2426.065163,3762.740184,6095.238095,1092.291667,39.08333333,50.45833333,2526.315789,6269.005848,59.19806388,3649.122807,0.012817089,14,7,2,2713.450292,0.923076923,23.04166667,43.16666667,1871.345029,4.249298166,2.049464276,,170.029945,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[59.19806388],hyemalis,35.7153,-82.2741
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105187821.gzip,105207351,22.16666667,123.6990741,3092.917479,3248.862898,6294.996751,1290.625,27.70833333,136.5,3181.28655,6362.573099,62.11294224,3181.28655,0.006973366,9,9,1,3228.070175,1,18.66666667,102.0833333,2994.152047,3.35824028,9.710183519,,59.38224644,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[62.11294224],oreganus,37.4016,-122.337
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105207351.gzip,105306791,52.37037037,116.2291667,2746.19883,4145.02924,6844.444444,1633.625,67.375,134.4583333,2900.584795,6923.976608,57.82393117,3976.608187,0.006121356,10,3.333333333,3,2994.152047,0.777777778,38.5,102.6666667,2292.397661,8.775618361,8.971088035,,209.2808441,53.5,"[0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",[57.82393117],oreganus,48.8618,-121.684
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105306791.gzip,105313321,27.43386243,96.63003663,2000.337382,3653.508772,5610.863698,1585.396825,32.6984127,101.2698413,2922.807018,6189.473684,67.87840165,3309.649123,0.00819984,13,6.5,2,2922.807018,0.916666667,21.58730159,93.01587302,1762.280702,2.994787178,2.436868841,,320.507826,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[67.87840165],caniceps,39.4663,-105.2363
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105313321.gzip,105313591,18.92668178,62.12121212,3294.019139,2840.749601,6091.786284,1764.126984,22.22222222,66.98412698,3739.473684,6275.438596,80.51219669,2578.947368,0.012470758,22,22,1,3739.473684,1,15.23809524,59.36507937,3094.736842,1.841478342,1.625795857,,145.637092,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[80.51219669],caniceps,39.4663,-105.2363
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105313591.gzip,105345661,22.87037037,59.44126984,2505.017544,2866.070175,5328.105263,2034.920635,26.34920635,66.66666667,2836.842105,5544.736842,81.07199457,2707.894737,0.012285491,25,25,1,2879.824561,1,19.36507937,57.46031746,2278.070175,2.032692944,1.951111559,,153.2371281,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[81.07199457],caniceps,39.4663,-105.2363
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105345661.gzip,105396011,26.47619048,48.39002268,2763.157895,3092.690058,5812.865497,1545.714286,35.23809524,50.15873016,3266.666667,6318.421053,75.09448435,2965.789474,0.013585952,21,21,1,3395.614035,1,22.85714286,44.76190476,2450,3.26098028,1.504411682,,192.7718149,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[75.09448435],hyemalis,42.435976,-72.893452
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105396011-bout-1.gzip,105396011,42.24867725,51.5018315,2165.654521,4073.414305,6196.08637,1176.507937,51.42857143,55.87301587,2278.070175,6275.438596,71.06442103,3997.368421,0.011049649,13,13,1,2321.052632,1,33.01587302,48.88888889,2063.157895,5.818290853,2.271390473,,56.96448966,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[71.06442103],hyemalis,42.435976,-72.893452
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105396011.gzip,105403601,39.76190476,54.18803419,2155.735493,4076.720648,6189.473684,1181.587302,53.01587302,67.61904762,2278.070175,6275.438596,67.20553535,3997.368421,0.011002149,13,13,1,2321.052632,1,20.95238095,45.71428571,2020.175439,8.695194315,5.924108681,,69.85178965,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[67.20553535],oreganus,56.9708778,-135.3236
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105403601.gzip,105489371,24.5,31.14351852,1500.541477,3734.026424,5218.973359,1477.875,29.75,39.375,1918.128655,5536.062378,63.71037602,3586.744639,0.018269475,27,27,1,1964.912281,1,15.75,25.375,795.3216374,3.338787205,3.907540741,,283.5969166,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[63.71037602],hyemalis,43.7095983,-72.315953
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105489371-bout-1.gzip,105828461,51.19929453,43.72598162,1429.732225,4497.322253,5884.072022,1752.380952,59.36507937,55.23809524,1848.245614,6017.54386,62.13551753,4126.315789,0.010842391,19,19,1,1934.210526,1,37.77777778,27.3015873,1203.508772,6.57651513,7.232896819,,177.1297377,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[62.13551753],hyemalis,44.3443,-68.0561
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105828461.gzip,105843921,28.83333333,95.08333333,2884.990253,3274.853801,6113.060429,1829.916667,32.95833333,101.2083333,3087.719298,6222.222222,84.99700841,3134.502924,0.008197095,15,15,1,3134.502924,1,23.33333333,92.16666667,2713.450292,2.728548814,2.74273029,,89.58382295,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[84.99700841],caniceps,39.6139,-105.5408
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105843921.gzip,105850711,20.98261527,58.12409812,3479.625199,3147.488038,6584.130781,1719.365079,26.03174603,62.85714286,3782.45614,6791.22807,81.75724225,2922.807018,0.012795421,22,22,1,3911.403509,1,17.46031746,56.50793651,3094.736842,1.90979431,1.755035101,,149.1773284,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[81.75724225],caniceps,39.611,-105.5625
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105850711.gzip,105850741,44.6031746,109.8059965,3094.736842,2617.153996,5668.908382,1345.079365,115.2380952,180.3174603,3653.508772,6361.403509,67.02303729,2278.070175,0.006691055,9,4.5,2,4126.315789,0.875,17.46031746,46.34920635,2407.017544,34.5721636,64.340256,14.19063389,555.4557467,53.5,"[0, 0, 0, 0, 4, 4, 4, 4, 4]",[77.05733074 56.98874384],caniceps,39.611,-105.5625
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105850741.gzip,105899821,42.35827664,98.76984127,2912.061404,2664.912281,5533.991228,1086.666667,109.8412698,178.7301587,3567.54386,6103.508772,64.30282154,2407.017544,0.007361963,8,4,2,3739.473684,0.857142857,18.41269841,46.66666667,2450,33.53972743,62.67810171,11.18667594,397.7743753,53.5,"[0, 0, 0, 3, 3, 3, 3, 3]",[72.21299595 56.39264713],hyemalis,44.3779,-68.0364
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105899821.gzip,105946621,16.43541667,67.11111111,1559.454191,4680.590365,6193.26093,1738.041667,26.83333333,100.625,1777.777778,6409.356725,64.18633135,4631.578947,0.012082564,21,21,1,1824.561404,1,8.458333333,53.95833333,1309.94152,6.169991917,10.13259603,,121.3972738,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[64.18633135],oreganus,39.6403,-120.61
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105946621.gzip,105993971,17.125,78.80833333,2102.14425,4391.423002,6446.783626,1421.875,21.58333333,86.33333333,2198.830409,6502.923977,74.0672349,4257.309942,0.010549451,15,15,1,2292.397661,1,10.79166667,71.75,2011.695906,2.763274102,4.157364617,,69.54136636,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[74.0672349],hyemalis,42.5481,-72.9438
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_105993971.gzip,106045801,26.00414079,39.55026455,2134.795322,4400.328947,6492.141813,1547.301587,48.57142857,53.96825397,2535.964912,6662.280702,55.82914836,3997.368421,0.015510874,24,24,1,2707.894737,1,11.11111111,25.71428571,1633.333333,9.049726619,8.115803141,,225.9061902,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[55.82914836],hyemalis,44.1616,-73.7202
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_106045801.gzip,106050801,35.12605042,73.2627866,3238.011696,3627.241715,6822.270955,1915.873016,51.42857143,87.61904762,3438.596491,6920.175439,54.24594159,3438.596491,0.009395195,18,18,1,3524.561404,1,23.49206349,55.55555556,2535.964912,8.58313514,8.129168967,,248.0133072,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[54.24594159],hyemalis,44.1616,-73.7202
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_106050801.gzip,106130851,28.15295815,67.45341615,2498.588863,3877.765065,6333.371472,2170.793651,40,70.15873016,2750.877193,6490.350877,78.96376205,3696.491228,0.010595203,23,23,1,2836.842105,1,24.12698413,64.76190476,2235.087719,3.504254627,1.179582928,,115.4099851,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[78.96376205],hyemalis,43.6465,-73.6535
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_106130851.gzip,106156641,20.80298786,76.2962963,2872.660819,3512.621832,6342.300195,1726.984127,33.65079365,125.3968254,3868.421053,6662.280702,78.71703029,2750.877193,0.010422794,18,9,2,3954.385965,0.941176471,7.301587302,38.0952381,1977.192982,10.47265311,39.53008998,2.806202539,765.2453717,53.5,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",[80.70131513 76.73274544],hyemalis,43.6465,-73.6535
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_106156641.gzip,106156741,22.1031746,72.04481793,2432.301342,3714.189886,6103.508772,1578.412698,37.46031746,120.3174603,3524.561404,6318.421053,75.18411335,2750.877193,0.010770314,17,5.666666667,3,3610.526316,0.75,11.11111111,35.23809524,1332.45614,11.00928397,39.20160478,2.977424956,880.4926009,53.5,"[0, 0, 0, 0, 0, 0, 0, 7, 8, 7, 7, 7, 7, 7, 7, 7, 8]",[78.61009349 73.72023046 73.22201608],hyemalis,43.6465,-73.6535
/Users/sarahhourihan/Box/Sarah_Nicole/Junco gzips for paper pt3/SegSyllsOutput_106156741.gzip,106168961,16.0515873,88.90756303,2801.444788,3271.723426,6030.185759,1768.253968,20.95238095,95.55555556,3094.736842,6232.45614,81.8770897,3180.701754,0.009614004,17,8.5,2,3094.736842,0.9375,5.714285714,83.49206349,2621.929825,5.759922116,3.941929491,,133.5531505,53.5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[81.8770897],hyemalis,42.3217195,-76.4746687
