subspecies,ID_Num,latitude,longitude
caniceps,554463,36.4216,-112.0769
caniceps,554463,36.4216,-112.0769
dorsalis,563632,34.1093,-109.5763
hyemalis,563730,42.3998,-76.2452
hyemalis,563730,42.3998,-76.2452
hyemalis,563732,42.3998,-76.2452
hyemalis,563732,42.3998,-76.2452
hyemalis,563732,42.3998,-76.2452
hyemalis,567901,42.3149,-76.4951
hyemalis,567901,42.3149,-76.4951
hyemalis,567901,42.3149,-76.4951
hyemalis,567924,42.3398,-76.6765
hyemalis,569535,48.5025,-54.2005
hyemalis,569535,48.5025,-54.2005
oreganus,570869,36.9935,-121.9895
oreganus,570869,36.9935,-121.9895
caniceps,571052,39.0108,-114.3025
caniceps,571053,39.0108,-114.3025
caniceps,571054,39.0058,-114.3098
caniceps,571055,39.0058,-114.3098
caniceps,571056,40.6894,-110.9078
caniceps,571057,40.5788,-111.0498
caniceps,571058,40.603,-115.3771
caniceps,571059,40.603,-115.3771
dorsalis,571062,35.1592,-111.6557
oreganus,571074,32.8547,-116.4201
oreganus,571074,32.8547,-116.4201
oreganus,571074,32.8547,-116.4201
oreganus,572846,39.3025,-119.833
oreganus,572846,39.3025,-119.833
oreganus,572846,39.3025,-119.833
dorsalis,577486,35.4018,-111.7567
dorsalis,577486,35.4018,-111.7567
dorsalis,577486,35.4018,-111.7567
oreganus,578504,41.6896,-118.743
oreganus,578504,41.6896,-118.743
oreganus,578504,41.6896,-118.743
oreganus,582530,47.7564,-123.0944
oreganus,582530,47.7564,-123.0944
oreganus,582530,47.7564,-123.0944
oreganus,598456,49.0561,-119.5552
oreganus,598456,49.0561,-119.5552
oreganus,598456,49.0561,-119.5552
hyemalis,600767,42.7134,-71.6445
hyemalis,600767,42.7134,-71.6445
hyemalis,600767,42.7134,-71.6445
hyemalis,600769,42.8499,-71.8871
hyemalis,600769,42.8499,-71.8871
hyemalis,600769,42.8499,-71.8871
hyemalis,600770,42.8628,-72.0967
hyemalis,600770,42.8628,-72.0967
hyemalis,600770,42.8628,-72.0967
hyemalis,600771,42.7463,-71.7074
hyemalis,600771,42.7463,-71.7074
hyemalis,600771,42.7463,-71.7074
dorsalis,605843,33.5749,-109.3347
dorsalis,605843,33.5749,-109.3347
dorsalis,605843,33.5749,-109.3347
dorsalis,605846,33.639,-109.3221
dorsalis,605846,33.639,-109.3221
dorsalis,605846,33.639,-109.3221
caniceps,612862,40.5114,-106.0103
caniceps,612862,40.5114,-106.0103
caniceps,612862,40.5114,-106.0103
dorsalis,628046,32.7584,-105.7276
dorsalis,628046,32.7584,-105.7276
dorsalis,628046,32.7584,-105.7276
dorsalis,628047,32.7584,-105.7276
dorsalis,628047,32.7584,-105.7276
dorsalis,628047,32.7584,-105.7276
dorsalis,628049,32.7584,-105.7276
dorsalis,628049,32.7584,-105.7276
dorsalis,628049,32.7584,-105.7276
dorsalis,628050,32.7584,-105.7276
dorsalis,628051,32.7584,-105.7276
dorsalis,628051,32.7584,-105.7276
dorsalis,628051,32.7584,-105.7276
dorsalis,628052,32.7584,-105.7276
dorsalis,628052,32.7584,-105.7276
dorsalis,628052,32.7584,-105.7276
dorsalis,628054,32.7234,-105.7136
dorsalis,628054,32.7234,-105.7136
dorsalis,628054,32.7234,-105.7136
dorsalis,628055,32.7234,-105.7136
dorsalis,628055,32.7234,-105.7136
dorsalis,628055,32.7234,-105.7136
dorsalis,628059,33.639,-109.3221
dorsalis,628059,33.639,-109.3221
dorsalis,628059,33.639,-109.3221
dorsalis,628060,33.5212,-109.307
dorsalis,628060,33.5212,-109.307
dorsalis,628060,33.5212,-109.307
oreganus,629933,45.7017,-123.9284
oreganus,629933,45.7017,-123.9284
hyemalis,632617,40.6175,-75.3697
hyemalis,632617,40.6175,-75.3697
hyemalis,634303,40.125,-75.0701
hyemalis,634303,40.125,-75.0701
hyemalis,634303,40.125,-75.0701
hyemalis,636026,40.6082,-74.2776
hyemalis,636026,40.6082,-74.2776
hyemalis,636426,43.6701,-79.4243
hyemalis,636426,43.6701,-79.4243
hyemalis,636426,43.6701,-79.4243
hyemalis,638299,42.7134,-71.6445
hyemalis,638299,42.7134,-71.6445
hyemalis,638299,42.7134,-71.6445
hyemalis,638300,42.7134,-71.6445
hyemalis,638300,42.7134,-71.6445
hyemalis,638300,42.7134,-71.6445
oreganus,648078,48.4147,-123.3264
oreganus,648078,48.4147,-123.3264
oreganus,649306,48.4893,-123.4469
oreganus,649306,48.4893,-123.4469
oreganus,649306,48.4893,-123.4469
hyemalis,652402,47.5333,-52.6961
hyemalis,652402,47.5333,-52.6961
hyemalis,652402,47.5333,-52.6961
oreganus,653062,43.1656,-124.01
oreganus,653062,43.1656,-124.01
oreganus,653062,43.1656,-124.01
oreganus,653063,43.1656,-124.01
oreganus,653063,43.1656,-124.01
oreganus,653063,43.1656,-124.01
oreganus,657207,45.5575,-122.6912
oreganus,657207,45.5575,-122.6912
oreganus,657207,45.5575,-122.6912
oreganus,657208,45.5575,-122.6912
oreganus,657208,45.5575,-122.6912
oreganus,657208,45.5575,-122.6912
oreganus,660255,41.5623,-120.2538
oreganus,660255,41.5623,-120.2538
oreganus,660255,41.5623,-120.2538
hyemalis,660594,46.882,-96.7745
hyemalis,660594,46.882,-96.7745
hyemalis,660594,46.882,-96.7745
oreganus,662858,39.0853,-119.8886
oreganus,662858,39.0853,-119.8886
oreganus,662858,39.0853,-119.8886
oreganus,663743,47.6776,-122.2914
oreganus,663743,47.6776,-122.2914
oreganus,663743,47.6776,-122.2914
oreganus,667170,39.0853,-119.8886
oreganus,667170,39.0853,-119.8886
oreganus,667170,39.0853,-119.8886
dorsalis,20660551,31.9331228,-104.8464882
dorsalis,20660551,31.9331228,-104.8464882
dorsalis,20660551,31.9331228,-104.8464882
hyemalis,22260381,42.7757,-76.2673
hyemalis,23537251,42.7238,-76.9297
hyemalis,25398561,42.4697,-76.4543
hyemalis,25494291,42.46984,-76.44996
oreganus,25925751,36.481,-121.7281
hyemalis,26597051,42.3432808,-76.268302
hyemalis,27063771,42.4259,-76.3358
hyemalis,27064181,42.4259,-76.3358
hyemalis,27146261,42.4259,-76.3358
hyemalis,27344101,42.353,-76.6787
hyemalis,27442121,42.4696,-76.4503
hyemalis,27610881,42.3787902,-76.986772
hyemalis,27610931,42.3788,-76.9868
hyemalis,27611071,42.3857,-77.0219
hyemalis,27611141,42.3859,-77.0187
hyemalis,27744181,42.328,-77.0809
hyemalis,27745401,42.4471,-76.8175
hyemalis,27745521,42.4494726,-76.816472
hyemalis,28033581,42.3338153,-76.340067
hyemalis,28033611,42.3338,-76.3401
hyemalis,28253801,42.3971,-75.9642
hyemalis,29211301,42.4371,-76.3055
hyemalis,29488741,44.3094,-73.9368
hyemalis,29666181,42.7729,-75.9986
hyemalis,29697251,42.3432727,-76.299486
hyemalis,29804251,44.5282,-72.8161
hyemalis,29804261,44.5282,-72.8161
hyemalis,29804331,44.5282,-72.8161
hyemalis,29915971,36.914148,-82.893945
oreganus,30565061,51.68589,-120.01772
oreganus,30895211,39.698,-120.45
hyemalis,30926401,42.4712,-76.4592
hyemalis,30946091,42.3954,-76.7769
hyemalis,31021001,42.4371,-76.3055
hyemalis,31021011,42.4371,-76.3055
hyemalis,31258681,42.6111,-75.9805
hyemalis,31258681,42.6111,-75.9805
hyemalis,31258771,42.6111275,-75.980501
hyemalis,31407081,42.6665,-76.3178
hyemalis,31407681,41.4990237,-75.539669
hyemalis,31509511,43.4078963,-72.749385
hyemalis,31844761,35.7649006,-82.2697449
oreganus,33745171,48.0059,-114.034
hyemalis,38035931,40.5319,-79.7945
hyemalis,39168421,42.4922,-83.379
hyemalis,43980451,42.3338,-76.3401
oreganus,47853201,32.8629,-116.462
oreganus,47853301,32.8629,-116.462
mearnsi,48091221,39.577396,-105.1634744
hyemalis,48237521,55.5055,-114.039
oreganus,48237981,51.0097,-118.223
hyemalis,48762441,43.0859,-72.9255
hyemalis,49035841,55.505543,-114.03928
oreganus,49193871,40.1069294,-105.20539
oreganus,49680371,39.6194,-120.276
mearnsi,50371711,39.577396,-105.16347
mearnsi,50375811,39.577396,-105.1634744
hyemalis,51890661,39.0132,-75.4835
hyemalis,52709171,42.9661464,-81.2579459
hyemalis,52835391,42.4796874,-76.450983
oreganus,52970141,45.487,-122.503
hyemalis,53901121,39.8972894,-74.222263
hyemalis,54293531,42.4677,-76.4561
hyemalis,54396921,43.4765,-72.6955
oreganus,54567281,42.6166545,-123.08247
oreganus,54608211,35.4272,-120.749
hyemalis,54615451,43.812,-73.4951
hyemalis,54633091,43.812,-73.4951
hyemalis,54802021,43.0676807,-89.4847289
hyemalis,54840221,42.3217,-76.4747
hyemalis,55461131,42.4259,-76.3358
hyemalis,55596051,42.1668866,-76.160842
oreganus,56374141,48.0939,-122.7226
oreganus,56608441,47.6815336,-122.25055
oreganus,57123641,33.6329872,-117.80554
hyemalis,57536441,42.4259,-76.3358
hyemalis,57619721,42.4546,-72.7858
oreganus,57706471,51.68589,-120.01772
hyemalis,57740811,40.8884,-78.0236
hyemalis,57752941,42.4259195,-76.335754
oreganus,58169481,51.684564,-120.01571
caniceps,58914491,39.504,-105.2601
hyemalis,59067121,35.7588,-82.3353
hyemalis,59463741,35.4028,-82.7565
hyemalis,59567661,43.871,-72.8393
hyemalis,59873141,42.4371,-76.3057
hyemalis,60016411,42.3465,-76.7309
hyemalis,60154961,44.3649595,-83.5638373
hyemalis,60155461,44.3649595,-83.5638373
hyemalis,60388191,42.24,-72.6513
hyemalis,60388191,42.24,-72.6513
hyemalis,60838871,41.479559,-77.514484
hyemalis,61003551,42.3338,-76.3401
hyemalis,61005561,42.3338,-76.3401
hyemalis,61074481,42.3338153,-76.340067
hyemalis,61076581,42.3217,-76.4747
hyemalis,61076601,42.3217195,-76.474669
hyemalis,61079051,42.3217,-76.4747
hyemalis,61105261,42.3217,-76.4747
oreganus,61105811,37.793,-122.4556
hyemalis,61105961,42.3217,-76.4747
hyemalis,61155041,42.3217195,-76.474669
hyemalis,61155141,42.3338,-76.3401
hyemalis,61164881,42.3338,-76.3401
hyemalis,61168131,42.3473,-76.3669
hyemalis,61168961,42.3473,-76.3669
hyemalis,61170861,42.3338153,-76.340067
hyemalis,61208211,42.3473,-76.3669
hyemalis,61241721,42.3473,-76.3669
hyemalis,61249051,42.4523,-76.4898
caniceps,61573571,39.5676292,-105.18298
oreganus,61834721,51.6859,-120.0177
hyemalis,61914231,42.24,-72.6513
hyemalis,61914231,42.24,-72.6513
hyemalis,61914261,42.24,-72.6513
hyemalis,61914261,42.24,-72.6513
caniceps,62026431,40.6557,-111.634
hyemalis,62065431,42.4370524,-76.30545
hyemalis,62099191,44.3649595,-83.563837
hyemalis,62380891,42.3217,-76.4747
hyemalis,62590001,42.535,-76.3148
oreganus,62694621,33.3406392,-116.90157
hyemalis,62705011,44.3649595,-83.563837
hyemalis,62705151,44.3649595,-83.563837
hyemalis,62806641,47.6201,-70.1442
hyemalis,62904041,44.6378,-84.3134
caniceps,63013311,40.0775,-105.5733
hyemalis,63042251,38.4572,-78.4626
hyemalis,63046511,38.531,-78.4407
hyemalis,63110671,42.4371,-76.3055
hyemalis,63126921,35.4998102,-82.63916
caniceps,63132981,40.5727,-111.6194
hyemalis,63499221,43.871,-72.8393
oreganus,63822971,45.5447039,-123.38259
hyemalis,63838041,42.4371,-76.3055
hyemalis,64232561,61.2008,-149.844
hyemalis,64248611,43.8762,-73.6214
hyemalis,64248641,43.8762,-73.6214
hyemalis,64248701,43.8762,-73.6214
caniceps,64368171,39.855996,-105.44492
hyemalis,64820081,61.3091,-149.778
hyemalis,64821071,61.2861,-149.7
hyemalis,64853671,45.3782,-69.4297
oreganus,65154251,33.343,-116.878
caniceps,65166991,42.1714,-114.2794
oreganus,65439911,39.6421988,-120.505
oreganus,65535111,39.6547,-120.6055
mearnsi,65635051,43.9059306,-110.55549
mearnsi,66043701,43.8892,-110.531
oreganus,66613111,32.5543,-117.086
oreganus,66622601,47.7588528,-114.26861
oreganus,67367951,39.698,-120.45
oreganus,67374371,39.6546667,-120.5995
oreganus,67462331,39.6169,-120.489
aikeni,67531611,43.8463267,-103.55969
oreganus,67636241,37.9817,-122.6201
caniceps,67963361,35.6564,-105.7589
caniceps,67963791,35.6564,-105.7589
oreganus,67992021,38.0311,-122.7336
oreganus,68400821,32.9832,-116.57
dorsalis,69138931,33.8573748,-109.27598
hyemalis,70933691,37.5076,-79.5236
hyemalis,71773851,37.5076,-79.5236
hyemalis,71773861,37.5076,-79.5236
hyemalis,72187701,42.3525,-76.6847
oreganus,75254271,39.6421988,-120.505
oreganus,75262191,39.6422,-120.505
oreganus,75262561,39.6422,-120.505
oreganus,75262731,39.6422,-120.505
oreganus,75262991,39.6422,-120.505
oreganus,75285041,39.6403,-120.6102
oreganus,75286001,39.6403,-120.6102
mearnsi,79025491,46.0109,-112.8182
hyemalis,79032131,61.1453,-151.0779
hyemalis,79703931,66.2573,-146.088
hyemalis,79705631,66.2621,-146.1
hyemalis,79710491,64.7567,-157.002
hyemalis,80472671,61.2455,-149.649
hyemalis,80545841,61.2455,-149.649
hyemalis,80546051,61.3322,-149.653
oreganus,84710781,34.4200447,-119.65594
hyemalis,85286591,42.4370524,-76.30545
hyemalis,86913551,43.2352297,-77.2896552
hyemalis,87937501,42.4259,-76.3358
hyemalis,87937531,42.4259,-76.3358
hyemalis,87937541,42.4259,-76.3358
hyemalis,88873411,41.2456,-80.4806
hyemalis,89289241,40.7692,-74.4561
oreganus,89322851,37.7479,-122.443
oreganus,89651381,44.5411548,-123.36187
oreganus,89755961,44.0601,-121.2832
caniceps,90326201,38.2564,-104.737
hyemalis,90484051,45.3567,-72.2618
oreganus,90930051,34.1731808,-118.23001
hyemalis,90968841,44.3388,-68.0465
hyemalis,91359911,42.438,-76.398
hyemalis,91533281,45.3565,-72.2602
hyemalis,91533351,45.3565,-72.2602
hyemalis,91616551,48.969,-65.992
oreganus,91835111,36.4777,-121.1852
hyemalis,92179811,42.7228,-73.4349
hyemalis,92179811,42.7228,-73.4349
hyemalis,92179831,42.7228,-73.4349
hyemalis,92179831,42.7228,-73.4349
hyemalis,92179881,42.7228,-73.4349
hyemalis,92179881,42.7228,-73.4349
oreganus,92305901,47.6582,-122.406
hyemalis,92606861,42.3945267,-72.520795
hyemalis,92606861,42.3945267,-72.520795
oreganus,92879511,48.4926,-123.345
hyemalis,93135271,41.4039973,-93.080216
hyemalis,93405341,43.0426,-81.1854
hyemalis,93464681,43.6394605,-72.479467
oreganus,93676301,45.5114597,-122.59403
hyemalis,93720961,42.4259,-76.3358
hyemalis,93804871,42.472,-76.4598
hyemalis,93806251,42.645113,-85.365418
hyemalis,93819251,42.3945,-72.5208
hyemalis,94429341,41.1551053,-87.873772
hyemalis,94433761,42.2942745,-76.6387582
hyemalis,94433791,42.2943,-76.6388
oreganus,94574201,37.962403,-122.00553
oreganus,94661421,48.5098,-123.363
oreganus,95406091,44.5488094,-123.37362
hyemalis,95754331,44.3262,-73.0326
hyemalis,95848101,45.5056,-73.5882
hyemalis,95920151,53.4405253,-105.8724
oreganus,95990531,34.1287,-118.212
caniceps,96796151,39.9835655,-105.30284
hyemalis,96800051,42.4259,-76.3358
hyemalis,96805431,42.4720019,-76.459801
hyemalis,96921111,42.438,-76.398
hyemalis,96947931,42.4749,-76.4601
hyemalis,97145521,45.3565,-72.2602
caniceps,97164411,40.5114352,-106.0102069
dorsalis,97981671,33.4629,-105.8052
hyemalis,98224861,42.4259,-76.3358
oreganus,98352001,37.40163,-122.33646
hyemalis,98680291,42.4371,-76.3056
hyemalis,98682911,42.4371,-76.3056
hyemalis,98696991,45.3565,-72.2602
oreganus,98913111,44.5488,-123.3736
hyemalis,99362061,53.5287,-113.553
oreganus,99658791,44.5488094,-123.3736163
hyemalis,100234011,43.868,-72.8296
oreganus,100742741,36.4855,-121.193
hyemalis,100999611,44.0985,-64.6849
hyemalis,101275521,61.3867,-139.1095
hyemalis,101309821,34.8781,-83.8088
hyemalis,101633591,42.2681,-72.6262
hyemalis,101660701,41.846,-78.0989
hyemalis,102051381,38.5867,-77.7578
hyemalis,102371111,42.4712,-76.4592
hyemalis,102381571,42.4761,-76.4569
oreganus,102952031,47.5342,-122.157
hyemalis,103281941,35.4028,-82.7565
hyemalis,103514521,45.3565,-72.2602
hyemalis,103601471,38.9876992,-79.330524
hyemalis,104200011,42.2729,-76.6399
hyemalis,104203501,42.4749,-76.4601
caniceps,104306801,40.6153,-115.3816
hyemalis,104522961,42.3179,-76.4783
hyemalis,104523331,42.3179,-76.4783
hyemalis,104525971,44.6503,-70.348
hyemalis,104527941,42.276571,-76.643584
hyemalis,104529571,42.3071,-76.482
oreganus,104829841,38.808,-120.3749
hyemalis,104838641,42.4157303,-76.51937
hyemalis,104883331,42.3338153,-76.340067
hyemalis,104887471,42.3233,-76.3517
hyemalis,104953671,42.3071,-76.482
hyemalis,104953691,42.317861,-76.478307
hyemalis,105031141,43.827,-73.5446
oreganus,105123861,48.5050189,-123.042
hyemalis,105187821,35.7153,-82.2741
oreganus,105207351,37.4016,-122.337
oreganus,105306791,48.8618,-121.684
caniceps,105313321,39.4663,-105.2363
caniceps,105313591,39.4663,-105.2363
caniceps,105345661,39.4663,-105.2363
hyemalis,105396011,42.435976,-72.893452
hyemalis,105396011,42.435976,-72.893452
oreganus,105403601,56.9708778,-135.3236
hyemalis,105489371,43.7095983,-72.315953
hyemalis,105828461,44.3443,-68.0561
caniceps,105843921,39.6139,-105.5408
caniceps,105850711,39.611,-105.5625
caniceps,105850741,39.611,-105.5625
hyemalis,105899821,44.3779,-68.0364
oreganus,105946621,39.6403,-120.61
hyemalis,105993971,42.5481,-72.9438
hyemalis,106045801,44.1616,-73.7202
hyemalis,106050801,44.1616,-73.7202
hyemalis,106130851,43.6465,-73.6535
hyemalis,106156641,43.6465,-73.6535
hyemalis,106156741,43.6465,-73.6535
hyemalis,106168961,42.3217195,-76.4746687
hyemalis,106168981,42.3179,-76.4783
hyemalis,106310481,43.5479,-65.6107
hyemalis,106539101,43.8418,-72.9648
hyemalis,106546611,44.6448,-63.4524
hyemalis,106567011,41.9986,-74.3864
hyemalis,106567011,41.9986,-74.3864
oreganus,106584611,43.5157,-121.693
caniceps,107377361,39.9485677,-105.36262
hyemalis,107391201,42.3179,-76.4783
hyemalis,107392841,42.3179,-76.4783
caniceps,107570931,38.8674,-106.247
caniceps,107578861,39.3222,-106.412
hyemalis,107616011,35.715,-83.2565
caniceps,107703731,40.6100397,-111.59591
caniceps,107749431,40.6100397,-111.59591
caniceps,107750651,40.5816,-111.656
oreganus,107752861,39.5834,-120.483
caniceps,107809771,42.1714,-114.2794
hyemalis,107881271,42.3338,-76.3401
oreganus,108158391,49.37427,-123.1818
hyemalis,108162811,42.6260225,-73.03433
hyemalis,108162811,42.6260225,-73.03433
hyemalis,108190801,44.4106,-67.9898
oreganus,108272741,51.6526168,-120.04029
oreganus,108332791,45.304478,-121.755818
hyemalis,110210511,40.3184261,-75.409523
oreganus,113956871,39.698,-120.45
hyemalis,120334001,50.3225,-66.7726
hyemalis,120662481,42.4259195,-76.335754
caniceps,120993921,39.5904357,-104.8937
oreganus,135762001,48.3116,-121.5479
dorsalis,139400531,31.9331228,-104.84649
oreganus,141072861,38.455395,-122.84817
oreganus,141686301,37.084,-122.061
oreganus,142274581,58.3610546,-134.64553
hyemalis,143592511,42.4938,-76.4896
caniceps,144188981,31.7383,-110.8869
caniceps,144190311,31.733668,-110.882269
oreganus,145648521,48.5202,-123.418
hyemalis,146169611,36.4757,-79.7427
hyemalis,146822291,44.1363784,-79.449421
hyemalis,147288551,39.83,-74.99
hyemalis,147332391,44.920967,-93.2347699
hyemalis,147477091,42.7131187,-71.645093
hyemalis,147479191,40.9531,-73.7012
hyemalis,147661641,42.413,-85.3798
hyemalis,147868511,42.7815432,-73.450813
hyemalis,147868511,42.7815432,-73.450813
hyemalis,147880361,44.1363784,-79.449421
oreganus,147939081,49.31,-117.648
hyemalis,148089011,39.901,-75.3469
hyemalis,148094811,40.9531,-73.7012
hyemalis,148176791,42.2942745,-76.638758
hyemalis,148176961,42.2943,-76.6388
hyemalis,148244941,42.3051572,-72.378051
hyemalis,148363681,53.5261,-113.478
hyemalis,148478641,44.3632,-79.7136
hyemalis,148666291,43.812,-73.4951
hyemalis,148703751,41.6028,-85.8772
hyemalis,148713141,42.1188,-71.2077
hyemalis,148783981,40.7392,-75.0932
oreganus,148919291,47.3894,-122.455
hyemalis,148991381,53.5261,-113.478
hyemalis,149145121,39.8349,-74.9939
oreganus,149162471,51.1004,-114.267
hyemalis,149394011,42.293,-76.6551
hyemalis,149394091,42.293,-76.6551
hyemalis,149582971,43.8133,-73.5018
hyemalis,149885821,42.5581699,-76.624575
hyemalis,150233591,43.316779,-70.765686
hyemalis,150390441,53.519927,-114.13283
hyemalis,150536321,35.1057,-82.6275
hyemalis,150722351,43.6956,-80.2469
hyemalis,151009041,45.507,-77.9484
hyemalis,151051861,44.266321,-72.567099
hyemalis,151100881,43.316779,-70.765686
oreganus,151155601,48.4926,-123.345
hyemalis,151163421,45.5043,-77.5763
hyemalis,151260911,44.4692,-88.8212
hyemalis,151325241,44.1363784,-79.449421
hyemalis,151551311,43.812,-73.4951
oreganus,151587521,47.6591,-116.836
hyemalis,151861881,44.5292,-72.6982
oreganus,151926641,36.4993,-121.8104
hyemalis,151997041,44.1363784,-79.449421
oreganus,152146571,47.6299,-122.366
hyemalis,152263611,43.443482,-72.399556
hyemalis,152382761,45.5762,-62.3519
oreganus,152854171,38.3591,-123.009
hyemalis,152910811,53.3656,-103.436
hyemalis,152933131,45.5042915,-77.576263
hyemalis,153102501,35.4028,-82.7565
hyemalis,153389781,45.507,-77.9484
hyemalis,153615861,42.4937,-76.4857
hyemalis,153748011,42.3742,-71.1452
hyemalis,154435311,41.1646,-80.1024
hyemalis,154663711,45.5042915,-77.576263
oreganus,156856651,38.3597,-122.515
oreganus,156856701,38.3597,-122.515
hyemalis,156885211,42.4259,-76.3358
hyemalis,157562281,42.4259,-76.3358
oreganus,157882521,37.8758,-122.253
hyemalis,158213871,44.1315,-79.4578
oreganus,158394741,45.5114597,-122.5940323
hyemalis,160126691,43.812,-73.4951
hyemalis,160492531,42.4259,-76.3358
oreganus,161154371,49.2648,-123.253
hyemalis,161817101,53.5257,-113.498
hyemalis,161852341,43.868,-72.8296
hyemalis,161995331,43.8746,-72.8344
hyemalis,162298911,42.4259,-76.3358
oreganus,162422671,39.698,-120.45
oreganus,162444911,54.3946,-122.371
hyemalis,162681641,40.9146933,-73.121569
oreganus,163016131,36.9747,-121.9555
oreganus,163353471,32.7143,-117.246
caniceps,163471401,35.1630756,-106.36948
hyemalis,163588441,44.235196,-73.709193
hyemalis,163588441,44.235196,-73.709193
hyemalis,163588441,44.235196,-73.709193
oreganus,163686001,38.3591,-123.009
hyemalis,163774851,42.3378802,-76.351107
hyemalis,163799121,42.3379,-76.3511
hyemalis,163801561,42.3234,-76.3358
oreganus,163915391,51.06,-118.26
caniceps,164020341,39.3341,-117.1611
hyemalis,164060691,42.2766,-76.6436
hyemalis,164069731,42.276571,-76.643584
hyemalis,164071691,42.276571,-76.643584
hyemalis,164086651,44.8209,-71.2818
hyemalis,164143671,41.5610286,-81.423121
hyemalis,164143821,41.5610286,-81.423121
oreganus,164148601,39.857,-121.1249
hyemalis,164199781,42.2774,-76.6637
hyemalis,164199921,42.2774083,-76.66366
hyemalis,164274851,42.3338,-76.3401
hyemalis,164280451,42.3338,-76.3401
hyemalis,164281551,42.3338,-76.3401
hyemalis,164296611,42.3179,-76.4783
hyemalis,164322731,64.9545,-148.366
hyemalis,164410431,42.2632,-76.6272
hyemalis,164482541,64.9545,-148.366
hyemalis,164483061,64.9545,-148.366
hyemalis,164533271,53.1958,-114.635
hyemalis,164633541,42.3179,-76.4783
hyemalis,164924501,42.3020687,-76.481702
hyemalis,164959621,42.3021,-76.4817
oreganus,165519451,48.797455,-113.67388
hyemalis,165528451,61.1035,-155.574
hyemalis,165599501,42.3338,-76.3401
oreganus,165630581,38.8003,-120.375
oreganus,165787981,50.9661,-118.103
caniceps,165862251,38.9778,-105.263
dorsalis,166323801,34.2483,-109.741
oreganus,166407351,48.5202,-123.418
hyemalis,166452291,44.3684,-73.9017
hyemalis,166536941,48.5819,-71.1852
hyemalis,166888401,41.601996,-81.332567
oreganus,166896241,50.946,-118.235
caniceps,166943751,38.9113388,-105.28542
oreganus,166971971,48.5202,-123.418
oreganus,166974661,38.3591,-123.009
hyemalis,167375911,44.3354,-68.0611
hyemalis,167580031,36.1029,-82.1332
hyemalis,167733861,35.5632,-83.4984
hyemalis,167743481,39.6061,-79.0982
hyemalis,168319751,42.3338,-76.3401
hyemalis,168341471,36.1029,-82.1332
hyemalis,168341901,36.1029,-82.1332
hyemalis,168342111,36.1029,-82.1332
hyemalis,168363921,36.1007,-82.1084
hyemalis,168480381,39.033,-79.3306
caniceps,168651591,38.9707,-107.0646
caniceps,168651601,38.9707,-107.0646
oreganus,168665381,47.3422,-122.824
hyemalis,168722341,36.1336,-82.3067
hyemalis,168821991,42.3338,-76.3401
hyemalis,168993981,36.1003,-82.1344
hyemalis,169050821,61.1664,-149.692
hyemalis,169099541,42.2774,-76.6637
hyemalis,169099651,42.2774,-76.6637
hyemalis,169099691,42.2774,-76.6637
hyemalis,169242351,39.0337,-79.3135
hyemalis,169244441,39.033,-79.3306
oreganus,169579331,48.3219,-114.324
hyemalis,170025561,45.218,-81.4804
caniceps,170275341,38.9876,-105.101
caniceps,170505961,39.9579,-105.339
oreganus,171008801,34.638902,-119.32701
hyemalis,172470631,42.4370524,-76.30545
oreganus,173901301,37.3136561,-122.18822
dorsalis,174139391,34.4292,-111.333
hyemalis,180689901,42.656,-76.3152
oreganus,184801281,47.638,-123.434
oreganus,184806861,47.6757798,-123.38707
hyemalis,184892111,44.3501,-68.054
hyemalis,193579591,50.9084,-94.2912
hyemalis,193917021,59.4536,-136.028
oreganus,193988221,58.4181,-134.59
oreganus,194746011,55.3867,-131.537
oreganus,194875931,55.4255,-131.609
oreganus,194880691,55.4255,-131.609
oreganus,194881001,55.4255,-131.609
hyemalis,208064751,43.8204,-73.493
hyemalis,211304101,42.4712,-76.4592
hyemalis,212967421,40.8717025,-73.92569
oreganus,213111361,35.2675798,-120.66065
caniceps,213567791,37.4179,-107.83
oreganus,213870001,32.873,-116.464
hyemalis,214297621,42.4259,-76.3358
hyemalis,214298671,42.4259,-76.3358
hyemalis,214299281,42.4259,-76.3358
caniceps,214428751,40.1430944,-105.1423234
caniceps,214428771,40.1430944,-105.1423234
hyemalis,214981001,40.9991,-73.9347
oreganus,215078101,39.2904,-121.0481
hyemalis,215618931,43.0321,-76.1337
hyemalis,215618951,43.0321,-76.1337
hyemalis,215847201,42.7131,-71.6451
hyemalis,216152321,42.4521,-76.4573
hyemalis,216152341,42.45,-76.4742
mearnsi,216271411,40.506,-104.964
oreganus,216993551,36.4885,-121.7212
hyemalis,217471051,42.4795,-76.4552
hyemalis,217472041,42.4937,-76.4857
hyemalis,218019711,43.5112,-73.2374
caniceps,218281581,40.3868,-105.659
hyemalis,218453411,40.2333464,-76.472311
hyemalis,218493801,43.0487786,-75.8828193
hyemalis,218669821,42.141729,-75.89623
oreganus,219033001,37.9778,-122.543
oreganus,219192731,46.7731,-120.836
oreganus,219192751,46.7731,-120.836
hyemalis,219925481,42.4712,-76.4592
oreganus,220389311,36.3858,-121.5721
hyemalis,220760001,43.8204,-73.493
hyemalis,220973981,44.1328,-79.4551
hyemalis,220986511,42.4712,-76.4592
hyemalis,221587551,40.0712,-76.8879
hyemalis,221616241,42.4633,-76.4577
hyemalis,221648921,43.8182,-73.4963
